braided_cord_roulette;folded_strip_roulette;cord_impression;channel;twisted_cord_roulette;stamp_impression;carved_wooden_roulette;incision;applied_ridges;paint;dragged_comb;cord_wrapped_impression;cord_wrapped_roulette;comb_impression;fish_spine_roulette
10,6741573;13,58529111;0,255362615;4,392236977;14,50459653;0,051072523;0,204290092;5,260469867;3,217568948;4,392236977;25,48518897;0,766087845;0,255362615;0,051072523;0,102145046
