Site;Context;Horizon;Parts;MaxTh;MinTh;RimAngle;RimType;Diameter;Temper;Burnish;Slip;Motif1;Loc1;Motif2;Loc2;Motif3;Loc3;Motif4;Loc4;Type;;
TOG2;3;B;LNS;11;10;2;S1;INDETER;31;LN;LN;EROD;S;;;;;;;;;
TOG2;3;B;LNS;18;18;2;S1;26;31;;;EROD;S;;;;;;;;;
TOG2;3;B;LNS;8;8;4;S1;8;31;;;EROD;S;;;;;;;;;
TOG2;3;B;LNS;1;8;4;S1;12;31;LN;LN;MCH;NS;;;;;;;;;
TOG2;3;B;LNS;11;9;2;E1;10;31;LN;LN;PLAIN;LN;COL;;;;;;;;
TOG2;3;B;LNS;11;8;2;S1;16;31;LN;LN;VPR;S;;;;;;;;;
TOG2;4;B;LNS;15;13;1;S9;N/A;32;L;L;CH;S;CR4;S;;;;;;;
TOG2;4;B;NS;21;12;2;Y;N/A;31;0;0;CR4;S;;;;;;;;;
TOG2;4;B;NS;18;10;2;Y;16;31;LN;LN;CR4;S;;;;;;;;;
TOG2;4;B;LNS;13;11;2;XY1;20;31;0;0;CR4;S;;;;;;;;;
TOG2;4;B;LNS;12;10;6;E90;N/A;31;0;0;PLAIN;LNS;;;;;;;;;
TOG2;4;B;LNS;10;9;6;E90;24;31;0;0;PLAIN;LNS;;;;;;;;;
TOG2;4;B;LNS;12;5;3;N11;13;31;0;0;P-R-L;N;CR4;S;;;;;;;
TOG2;4;B;LN;13;11;N/A;N9;9;31;T/O;INT;RSO;LN;;;;;;;;;
TOG2;4;B;LNS;11;11;1;S1;N/A;31;T/O;T/O;RSO;LN;CH;S;;;;;;;
TOG2;4;B;LNS;13;9;1;S1;24;32;L;L;RSO;LN;CH;S;;;;;;;
TOG2;4;B;LNS;12;10;3;S1;28;31;LN;LN;RSO;LN;MCH;NS;;;;;;;
TOG2;4;B;LN;11;10;3;S1;7;31;T/O;T/O;RSO;LN;;;;;;;;;
TOG2;4;B;LNS;10;7;1;S1;7;31;T/O;T/O;RSO;LNS;;;;;;;;;
TOG2;4;B;LN;13;9;1;N8;22;31;T/O;T/O;RSO;LN;;;;;;;;;
TOG2;5;B;LNS;19;12;1;S1;23;31;0;LN;CH;N;CR?;N;CR4;S;;;;;
TOG2;5;B;LNS;13;10;3;S1;21;31;INT;LN+INT;CR4;S;;;;;;;;;
TOG2;5;B;LNS;20;14;N/A;Y;28;31;L;L;CR4;S;;;;;;;;;
TOG2;5;B;LNS;20;11;2;XY4;20;31;0;N;CR4;S;;;;;;;;;
TOG2;5;B;LNS;18;6;1;XY2;24;31;L;L;CR4;S;;;;;;;;;
TOG2;5;B;LN;22;9;2;XY2;N/A;31;L;L;EROD;S;;;;;;;;;
TOG2;5;B;NS;15;9;2;E;8;32;0;T/O;PLAIN;N;VPR;S;;;;;;;
TOG2;5;B;LNS;11;10;6;E90;25;31;0;0;PLAIN;LN;ROUGHENED;S;;;;;;;
TOG2;5;B;LNS;12;12;6;L2 OR F2;8;31;0;0;PLAIN;LNS;;;;;;;;;
TOG2;5;B;LN;11;9;N/A;BT3;5;31;T/O;T/O;RSO;LN;;;;;;;;;
TOG2;5;B;LN;16;13;1;N8;23;31;LN;LN;RSO;LN;;;;;;;;;
TOG2;6;B;LNS;20;9;2;XY4;INDETER;31;LN;LN;CR4;S;;;;;;;;;
TOG2;6;B;LNS;15;10;2;N4;18;31;;;CR4;S;;;;;;;;;
TOG2;6;B;LNS;14;12;4;S13;INDETER;31;;;CR4;S;;;;;;;;;
TOG2;6;B;LNS;9;8;2;S1;10;31;;;EROD;S;;;;;;;;;
TOG2;6;B;LNS;17;15;3;XY1;INDETER;31;;LN;EROD;S;;;;;;;;;
TOG2;6;B;LN;17;15;1;S1;26;31;;;EROD;S;;;;;;;;;
TOG2;6;B;LNS;14;10;1;S1;14;31;LN;LN;MCH;N;CR4;S;;;;;;;
TOG2;6;B;LN;11;6;2;S1;8;31;LN;LN;PLAIN;LN;;;;;;;;;
TOG2;6;B;LNS;19;11;2;N?;INDETER;31;;LN;VPR;S;;;;;;;;;
TOG2;7;B;LNS;14;13;3;S5;22;31;;Lnint;EROD;S;;;;;;;;;
TOG2;8;B;LNS;19;12;2;S1;20;31;LN;LN;CH;N;CR4;S;;;;;;;
TOG2;8;B;LNS;18;10;2;N1;18;31;;LN;CR0;S;;;;;;;;;
TOG2;8;B;LNS;20;9;2;S5;INDETER;31;;;CR2;S;;;;;;;;;
TOG2;8;B;LNS;32;27;3;S1;496;31;;;CR4;NS;;;;;;;;;
TOG2;8;B;LNS;20;11;2;N?;INDETER;31;;;CR4;S;;;;;;;;;
TOG2;8;B;LNS;12;8;4;S1;28;31;;;EROD;S;;;;;;;;;
TOG2;8;B;LNS;13;11;6;L2;42;31;;;EROD;S;;;;;;;;;
TOG2;8;B;LNS;11;8;2;S1;10;31;LN;LN;MCH;N;MCH;S;VPR;S;CRO;S;;;
TOG2;8;B;LNS;15;8;4;S1;INDETER;31;LN;LN;VPR;S;;;;;;;;;
TOG2;8;B;LN;13;13;;B5;8;31;;;;;;;;;;;;;
TOG2;9;B;LNS;14;9;2;S1;20;31;;;CH;N;CR4;NS;;;;;;;
TOG2;9;B;LNS;14;11;2;S1;8;31;LNS;LNS;CH;N;PLAIN;LNS;;;;;;;
TOG2;9;B;LNS;13;10;2;S1;18;31;LN;LN;CH;N;CR4;S;;;;;;;
TOG2;9;B;LNS;17;12;2;S1;INDETER;31;LN;LN;CH;N;CR4;S;;;;;;;
TOG2;9;B;LNS;18;13;2;S1;30;31;LN;LN;CH;N;CR4;S;;;;;;;
TOG2;9;B;LNS;10;6;2;S1;10;31;LN;LN;CH;N;MCH;S;VPR;S;CR4;S;;;
TOG2;9;B;LNS;17;10;2;XY3;22;31;LN;LN;CH;L;CR4;S;;;;;;;
TOG2;9;B;LNS;15;12;3;S15;18;31;;LN;CH;N;EROD;S;;;;;;;
TOG2;9;B;LNS;21;11;2;S1;22;31;;;CH;N;CR4;S;;;;;;;
TOG2;9;B;LNS;16;12;2;S1;INDETER;32;LN;;CH;N;CR4;S;;;;;;;
TOG2;9;B;LNS;14;11;2;S1;20;31;LN;LN;CH;N;CR4;S;;;;;;;
TOG2;9;B;LNS;16;11;2;S1;INDETER;31;Lnint;LNint;CH;N;EROD;S;;;;;;;
TOG2;9;B;LNS;10;9;2;E11;INDETER;31;;LN;CH;N;CR4;S;;;;;;;
TOG2;9;B;LNS;12;9;2;XY1;16;31;LN;LN;CH;N;EROD;S;;;;;;;
TOG2;9;B;LN;15;8;2;S1;INDETER;31;LN;LN;CH;N;;;;;;;;;
TOG2;9;B;LNS;12;8;2;S1;14;31;LN;LN;CH;N;CR4;S;;;;;;;
TOG2;9;B;LNS;16;10;2;N4;18;31;L;L;CR4;NS;;;;;;;;;
TOG2;9;B;LNS;14;9;2;S5;12;31;;;CR4;S;;;;;;;;;
TOG2;9;B;LNS;14;13;1;S1;4;31;;;CR4;S;;;;;;;;;
TOG2;9;B;LNS;19;11;2;XY4;18;31;;;CR4;S;;;;;;;;;
TOG2;9;B;LNS;18;1;2;N5;INDETER;31;LN;LN;CR4;S;;;;;;;;;
TOG2;9;B;LNS;36;24;2;S1;42;31;;;CR4;S;;;;;;;;;
TOG2;9;B;LNS;8;6;3;S1;8;31;;LN;CRO;S;;;;;;;;;
TOG2;9;B;LNS;10;8;1;E11;14;31;;LN;EROD;S;;;;;;;;;
TOG2;9;B;LNS;12;9;4;S1;28;31;;;EROD;S;;;;;;;;;
TOG2;9;B;LNS;15;13;2;S1;INDETER;31;;;EROD;NS;;;;;;;;;
TOG2;9;B;LN;13;9;;N/A;22;31;;;EROD;LN;;;;;;;;;
TOG2;9;B;LNS;16;12;5;L2;40;31;;;EROD;NS;;;;;;;;;
TOG2;9;B;LNS;1;9;4;S1;20;31;;;EROD;S;;;;;;;;;
TOG2;9;B;LNS;15;9;2;XY3;14;31;LN;LN;EROD;S;;;;;;;;;
TOG2;9;B;LN;13;10;2;S1;12;31;LN;LN;PLAIN;LN;;;;;;;;;
TOG2;9;B;LNS;14;9;2;S1;16;31;LN;LN;VPR;S;;;;;;;;;
TOG2;46;E;lnu;21;12;2;XY2;17;32;l;l;plain;n;cr4;u;;;;;;;
TOG2;46;E;lnu;14;13;6;E90;38;32;;;plain;ln;cr4;u;;;;;;;
TOG2;46;E;lnu;21;10;2;XY3;23;31;ln;ln;mch;l;p-r-w;ln;pa4;n;cr4;u;MRK A;;
TOG2;46;E;ln;11;10;3;S1;18;31;ln;ln;rso;ln;vpr;n;;;;;;;
TOG2;46;E;lnu;15;11;5;L3;30;31;;;rough;u;;;;;;;mrk e;;
TOG2;46;E;lnu;19;10;1;XY3;26;31;ln;ln;mch;ln;p-r-w;ln;pa3;n;vpr;u;MRK A;;
TOG2;46;E;lnu;16;10;2;N8;25;31;ln;ln;p-r-w;ln;vpr;u;cr4;u;;;MRK B;;
TOG2;46;E;nu;19;9;2;XY3;;31;n;n;mch;n;p-r-w;n;pa3;n;vpr;u;MRK A;;
TOG2;46;E;lnu;14;12;6;E90;34;31;;;plain;ln;cr4;u;si4;u;;;;;
TOG2;46;E;lnu;14;13;6;E90;35;31;;;plain;ln;cr4;u;;;;;;;
TOG2;46;E;lnu;17;14;3;S1;31;31;;n;ch;n;vpr;u;;;;;MRK C;;
TOG2;46;E;lnu;14;10;2;N8;20;31;ln;ln;p-r-w;ln;ch;n;vpr;u;;;;;
TOG2;46;E;ln;14;13;5;L3;23;31;;;plain;ln;;;;;;;;;
TOG2;46;E;num;18;9;2;XY3;;32;nu;nu;p-r-w;lu;pa3;n;vpr;um;;;mrk a;;
TOG2;46;E;lnu;15;9;2;XY3;25;31;ln;;p-r-w;lnu;pa3;n;vpr;u;;;mrk a;;
TOG2;46;E;b;13;9;;B5;11;31;b;;plain;b;;;;;;;;;
TOG2;46;E;b;16;10;;B5;;32;;;plain;b;;;;;;;;;
TOG2;43;E;lnumb;14;9;5;L3;21;31;l + int;;plain;lnu;vpr;umb;b5;b;;;;;
TOG2;43;E;mb;15;13;;B5;;32;int;;cr4;m;ch;b;b5?;b;;;;;
TOG2;43;E;lnu;11;10;3;S1;20;32;int;int;p-r-g;nu;plain;nu;cr4;nu;;;;;
TOG2;43;E;lnu;12;11;6;E90;26;32;;;plain;l + int;rough;u;;;;;mrk e;;
TOG2;43;E;lnu;12;10;6;E90;27;31;l + int;;plain;l + int;rough;u;;;;;mrk e;;
TOG2;43;E;lnu;12;9;6;E90;23;31;;;plain;l + int;rough;u;;;;;mrk e;;
TOG2;43;E;lnu;13;10;6;E90;;31;;;plain;l + int;rough;u;;;;;mrk e;;
TOG2;43;E;lnu;11;10;4/6;E90;27;31;l + int;l + int;plain;ln;rso;int;rough;u;;;mrk e;;
TOG2;43;E;lnu;13;11;6;E90;29;31;;;plain;ln + int;rough;u;;;;;mrk e;;
TOG2;43;E;lnu;25;10;2;XY2;21;32;l;l;plain;n;cr4;u;;;;;;;
TOG2;43;E;lnu;23;8;2;XY1;21;32;l;l;p-r-w;nu;plain;n;cr4;u;;;;;
TOG2;43;E;lnu;14;8;2;XY1;;32;l;l;p-r-w;nu;plain;n;cr4;u;;;;;
TOG2;43;E;lnum;20;12;1;S1;30;32;;;plain;l;rough;um;;;;;;;
TOG2;43;E;lnum;18;13;2;N8;34;32;l;l;ch;n;vpr;u;cr4;m;;;mrk b;;
TOG2;43;E;ln;11;10;3;N9;;31;ln;ln;ch;ln;p-w-l;ln;rso;ln;;;mrk d;;
TOG2;43;E;b;10;13;;B5;9;32;;;plain;b;;;;;;;;;
TOG2;43;E;b;12;8;;B5;8;32;;;plain;b;;;;;;;;;
TOG2;43;E;lnu;11;10;4/6;L2;26;32;;;plain;l + int;rough;u;;;;;mrk e;;
TOG2;43;E;lnu;10;5;1;S10;9;32;ln;ln;ch;ln;rso;ln;p-r-t;u;cr4;u;mrk f;si1;u
TOG2;43;E;ln;19;18;2;S7;38;32;ln;ln;plain;ln;;;;;;;;;
TOG2;43;E;ln;13;11;;N2;11;32;t/o;t/o;rso;ln;ch;n;;;;;mrk d;;
TOG2;43;E;ln;12;10;4;L3;20;32;ln;ln;rso;ln;ch;l;si4;n;erod;n;;;
TOG2;43;E;lnu;12;10;;S1;;32;ln + int;;p-r-w;lnu;ch;ln;vpr;u;;;;;
TOG2;43;E;lnu;9;8;6;L2;7;32;;;;;;;;;;;;;
TOG2;43;E;b;20;17;;B7;8;32;;b;plain;b;;;;;;;;;
TOG2;43;E;ln;10;8;;;11;32;ln;ln;rso;ln;;;;;;;;;
TOG2;43;E;lnu;14;14;;S1;;32;ln;ln;rough;nu;;;;;;;;;
TOG2;43;E;ln;15;14;2;E11;22;32;ln;ln;ch;ln;;;;;;;;;
TOG2;43;E;lnu;11;9;4/6;E90;26;32;;;plain;ln + int;rough;u;;;;;mrk e;;
TOG2;43;E;ln;12;90;3;;;32;ln;ln;;;;;;;;;;;
TOG2;41;E;b;13;10;;B5;;32;;;cr4;mb;b5?;b;;;;;;;
TOG2;41;E;b;17;9;;B5;;32;;;plain;b;;;;;;;;;
TOG2;41;E;b;11;10;;B5;;32;;;cr4;mb;plain;b;;;;;;;
TOG2;41;E;b;;16;;B7;11;32;;;plain;b;;;;;;;;;
TOG2;41;E;mb;12;11;;B;;32;;;cr4;mb;;;;;;;;;
TOG2;41;E;mb;12;10;;B;;32;;;vpr;mb;;;;;;;;;
TOG2;41;E;mb;19;13;;couscoussiere;;32;;;cr4;mb;;;;;;;;;
TOG2;41;E;cn;16;12;1;E58;11;32;cn;cn;rso;cn;mch;cn;;;;;;;
TOG2;41;E;lnu;16;12;1;N8;34;32;;;plain;lnu;blackened;u;;;;;;;
TOG2;41;E;lnu;17;12;2;N8;30;32;l;;rso;l;ch;n;cr4;u;;;mrk b;;
TOG2;41;E;lnu;15;14;1;N8;;32;l;l;rso;l;plain;u;;;;;;;
TOG2;41;E;lnu;32;29;2;S1;50;32;;;cr4;u;;;;;;;;;
TOG2;41;E;lnu;32;29;2;S1;50;32;;;cr4;u;;;;;;;;;
TOG2;41;E;lnu;12;10;6;E90;24;32;;;plain;l + int;rough;u;;;;;mrk e;;
TOG2;41;E;lnu;12;9;6;E90;28;32;;;plain;l + int;rough;u;;;;;mrk e;;
TOG2;41;E;lnu;11;11;6;E90;16;32;;;plain;l + int;rough;u;;;;;mrk e;;
TOG2;41;E;lnum;11;10;6;E90;;32;;;plain;l + int;rough;u;vpr;m;;;mrk e?;;
TOG2;41;E;lnu;10;10;4/6;S1;21;32;;;plain;l + int;ch;u;cr2?;u;;;;;
TOG2;41;E;lnum;15;14;3;N7;16;32;n;;p-r-w;ln;plain;um;cr4 (geometric?);um;;;;;
TOG2;41;E;lnu;14;12;3;S1;;32;n;;rso;l;p-b-l;u;cr4;u;;;;;
TOG2;41;E;lcn;14;12;1;N13;9;32;t/o;t/o;rso;lcn;;;;;;;;;
TOG2;41;E;ln;22;16;2;XY3;;32;ln;ln;ch;l;rso;ln;p-r;u;;;mrk a;;
TOG2;41;E;lnu;24;13;2;XY3;;32;ln;ln;ch;l;rso;ln;p-r-l;u;cr4;u;mrk a;;
TOG2;41;E;ln;13;;2;;;32;ln;ln;rso ;ln;;;;;;;;;
TOG2;41;E;lnu;20;10;2;XY2;14;32;;;cr4;u;;;;;;;PS-VI;;
TOG2;41;E;lnu;21;10;2;XY1;19;32;l;l;p-r-w;nu;cr4;u;;;;;PS-VI;;
TOG2;41;E;lnu;21;13;;XY;;32;l;l;p-r-l;n;cr4;u;;;;;PS-VI;;
TOG2;41;E;nu;23;9;;XY;;32;n;n;cr4;u;;;;;;;;;
TOG2;41;E;lnu;19;6;2;XY3;21;32;;;cr4;u;;;;;;;PS-VI;;
TOG2;41;E;lnu;;8;2;XY;;32;l;l;p-r;n;cr4;u;;;;;PS-VI;;
TOG2;41;E;lnu;23;19;2;XY2;;32;ln;ln;rso;ln;p-r-l;u;;;;;mrk a;;
TOG2;41;E;lnu;;11;1;XY;;32;ln;ln;rso;ln;cr4;u;;;;;PS-VI;;
TOG2;41;E;nu;21;11;;XY;;32;n;n;rso;n;p-r-l;u;cr4;u;;;;;
TOG2;41;E;lnu;14;10;;S1;;32;ln;ln;rso;ln;ch;ln;p-b;u;;;;;
TOG2;41;E;ln;12;;2;;;32;ln;ln;rso;ln;ch;ln;;;;;;;
TOG2;41;E;ln;15;12;6;L3;;32;;;plain;ln;;;;;;;;;
TOG2;41;E;ln;11;8;4;S1;25;32;t/o;t/o;rso;ln + int;ch;l int;ch;l;;;;;
TOG2;41;E;lnu;12;10;;S1;;32;ln;ln + int;ch;ln;cr;u;;;;;;;
TOG2;39;E;lnu;13;10;3;S1;14;32;lnu;lnu;mch;ln;ch;n;;;;;;;
TOG2;39;E;lnu;14;12;3;S9;;32;l;;p-r;ln;ch;n;cr4;nu;;;;;
TOG2;39;E;lnu;15;13;3;N8;26;32;ln;ln;vpr;u;;;;;;;mrk b;;
TOG2;47;E;b;15;15;;B;9;32;b;b;rso;b;;;;;;;;;
TOG2;47;E;ln;11;9;6;E90;;32;;;plain;ln;;;;;;;mrk e?;;
TOG2;47;E;ln;8;7;2;S1;6;32;ln;ln;rso;ln;;;;;;;;;
TOG2;47;E;ln;8;7;2;S1;6;32;ln;ln;rso;ln;;;;;;;;;
TOG2;47;E;lnu;17;16;2;N8;;32;ln;ln;ch;n;vpr;u;;;;;mrk b;;
TOG2;47;E;ln;12;18;5;S1;;32;int;int;rso;int;;;;;;;;;
TOG2;47;E;ln;26;13;2;XY3;;32;ln;ln;p-r;n;;;;;;;mrk a?;;
TOG2;40;E;b;12;13;;B5;7;32;;;;;;;;;;;;;
TOG2;40;E;lnu;12;10;6;E90;30;32;l;l;plain;int;rough;u;;;;;mrk e;;
TOG2;29;E;lnu;15;13;3;S1;34;32;l + int;l + int;p-b-w;nu;cr4;u;;;;;PS-VIII?;;
TOG2;29;E;lnu;14;11;2;S1;18;32;ln;ln;p-r-l;n;cr4;nu;;;;;;;
TOG2;29;E;lnu;19;10;2;XY2;13;32;ln;ln;p-r-l;n;cr4;nu;;;;;PS-VI;;
TOG2;29;E;lnu;15;14;1;S1;4;32;;;rough;nu;;;;;;;;;
TOG2;29;E;lnu;14;16;4;S1;28;32;l + int;l + int;plain;nu;cr4 (geometric);nu;;;;;;;
TOG2;29;E;lnu;17;15;2;S1;;32;ln + int;;cr;u;;;;;;;;;
TOG2;30;E;b;;10;;B5;7;32;;;;;;;;;;;;;
TOG2;30;E;b;;7;;B10;9;32;;;;;;;;;;;;;
TOG2;30;E;lnu;18;8;2;XY2;15;32;l;l;cr4;nu;;;;;;;PS-VI;;
TOG2;30;E;lnu;16;12;2;XY1;;32;l;l;p-r-l;n;cr4;u;;;;;PS-VI;;
TOG2;30;E;lnu;20;11;2;XY4;20;32;;l + int;p-r-l;n;vpr;u;;;;;PS-VI;;
TOG2;30;E;lnum;19;9;2;XY1;19;32;;;p-r-l;n;cr4;um;;;;;PS-VI;;
TOG2;30;E;lnum;13;10;2;S1;7;32;lnu;lnu;rso;lnu;cr2;m;si4;m;p-b-t;m;;;
TOG2;30;E;lnu;14;16;4/6;L3;34;32;int;;plain;ln + int;;;;;;;;;
TOG2;30;E;ln;11;10;1;S1;19;32;ln;ln;rso;ln;;;;;;;;;
TOG2;50;E;lnum;25;8;2;XY1;;32;l;l;p-r-l;n;cr4;um;;;;;PS-VI;;
TOG2;50;E;lnu;19;8;1;XY2;;32;ln;ln;rso;ln;ch;l;cr4;u;blackened;u;mrk a;;
TOG2;50;E;lnu;22;9;2;XY2;20;32;l;l;p-r-l;n;cr4;u;blackened;u;;;PS-VI;;
TOG2;50;E;lnu;29;10;2;XY2;30;32;l;l;rso;l;cr4;u;;;;;mrk a;;
TOG2;50;E;lnu;22;8;1;XY4;26;32;l;l;p-r-l;n;cr4;u;;;;;PS-VI;;
TOG2;50;E;lnu;22;12;1;XY1;;32;l;l;p-r-l;n;cr4;u;;;;;ps-vi;;
TOG2;50;E;lnu;17;10;2;XY1;20;32;l;l;p-r-l;n;cr4;u;;;;;ps-vi;;
TOG2;50;E;lnu;16;9;2;XY3;11;32;l;;black burn;l;p-r-l;n;cr4;u;;;;;
TOG2;50;E;lnu;24;14;2;XY2;;32;ln;ln;cr4;u;;;;;;;;;
TOG2;50;E;nu;24;12;;XY;;32;l;;black burn;l;cr4;u;;;;;;;
TOG2;50;E;nu;19;11;1;XY;;32;l;l;cr4;u;;;;;;;ps-vi;;
TOG2;50;E;b;;14;;B5;12;32;;b;;;;;;;;;;;
TOG2;50;E;b;;12;;B5;9;32;;;finger dimples;b;;;;;;;;;
TOG2;50;E;b;;11;;B4;;32;;;cr4;b;;;;;;;;;
TOG2;50;E;b;;11;;B;;32;;;si4;b;;;;;;;;;
TOG2;50;E;nu;13;8;2;XY3;;32;ln;ln;rso;ln;vpr;u;blackened;u;;;mrk a;;
TOG2;50;E;lcn;14;9;1;N13;7;32;lcn;lcn;rso;lcn;ch;c;;;;;;;
TOG2;50;E;cnu;15;8;1;N13;7;32;cnu;cnu;rso;cnu;ch;c;;;;;;;
TOG2;50;E;lcnu;13;10;1;N13;7;32;lcnu;lcnu;rso;lcnu;ch;c;;;;;;;
TOG2;50;E;lnu;11;10;4;S1;22;32;lnu;lnu;rso;lnu + int;ch;ln + int;plain;u;;;;;
TOG2;50;E;lnu;18;14;2;N8;28;32;;;ch;n;vpr;u;;;;;;;
TOG2;50;E;lnu;18;16;2;;;32;;;ch;n;cr4;u;;;;;;;
TOG2;50;E;lnu;10;6;1;S1;20;32;l;l;ch;n;si-t;n;p-w-l;n;cr6;u;;;
TOG2;50;E;lnumb;12;7;3;S1;27;32;l;;cr4;umb;;;;;;;;;
TOG2;50;E;lnum;13;9;3;S1;27;32;l;;rough;u;cr4;um;;;;;;;
TOG2;50;E;lnu;12;10;2;S1;28;32;l;l;rough;u;;;;;;;;;
TOG2;50;E;lnu;17;12;3;S9NEW;36;32;l;ln;ch;n;roulette inconnu;u;;;;;;;
TOG2;50;E;lnu;14;11;6;E90;34;32;int;;ch;int;plain;n;vpr;u;;;;;
TOG2;50;E;lnu;15;13;6;E90;32;32;;;plain;ln + int;rough;u;;;;;mrk e;;
TOG2;50;E;lnu;15;14;6;L3;36;32;;;plain;ln + int;rough;u;;;;;mrk e;;
TOG2;50;E;lnu;13;13;6;E90;40;32;l + int;l + int;plain;u;;;;;;;;;
TOG2;50;E;lnu;10;9;6;E90;36;32;;;plain;lnu;;;;;;;;;
TOG2;50;E;lnum;9;7;3;N14;10;32;;;;;;;;;;;;;
TOG2;32;E;b;;17;;B5;9;32;;;;;;;;;;;;;
TOG2;32;E;lnu;11;10;6;E90;18;32;;;rough;u;;;;;;;;;
TOG2;32;E;lc;13;11;;N13;10;32;lc + int;lc + int;ch;l;;;;;;;;;
TOG2;32;E;l;11;;;N13;8;32;l;l;;;;;;;;;;;
TOG2;28;E;lnu;16;14;1;S1;18;32;ln;ln;ch;l;cr4;u;p-r;u;;;;;
TOG2;28;E;lnu;14;9;2;S1;26;32;ln;ln;ch;l;cr4;u;p-r;u;;;;;
TOG2;28;E;lnu;12;8;3;S1;22;32;l + int;l + int;ch;lint;ch;l;p-r-l;n;cr4;nu;;;
TOG2;28;E;lnu;;20;5/6;S1;31;32;int;int;cr4;u;;;;;;;;;
TOG2;28;E;lnu;12;13;6;L3;28;32;;;;;;;;;;;;;
TOG2;28;E;lnu;12;10;3;N7;26;32;l + int;l + int;p-r-l;n;cr4;u;p-r-l;u;p-w;u;;;
TOG2;28;E;lc;16;;;N13;9;32;lc;lc;ch;lc;;;;;;;;;
TOG2;28;E;lnu;16;8;2;XY3;;32;l;ln;cr4;u;;;;;;;mrk a;;
TOG2;37;E;b;;18;;B;;32;;;cr4;b;;;;;;;;;
TOG2;37;E;lnu;10;8;2;S1;17;32;int;int;p-r-l;n;;;;;;;;;
TOG2;37;E;lnu;11;8;2;S1;17;32;int;int;p-r-l;n;p-r-l;u;;;;;;;
TOG2;37;E;lnu;21;13;2;XY;;32;l;l;p-r-l;n;cr4;u;;;;;mrk a;;
TOG2;37;E;lnu;25;10;1;XY2;24;32;l;l;cr;u;;;;;;;mrk a;;
TOG2;37;E;lnu;;12;5;F2;9;32;;;;;;;;;;;;;
TOG2;50;E;b;;10;;B5;7;32;;;;;;;;;;;;;
TOG2;50;E;b;;8;;B7;10;32;b;b;rso;b;;;;;;;;;
TOG2;50;E;nu;;9;1;collared;9;32;nu;nu;rso;nu;;;;;;;;;
TOG2;50;E;lnu;18;16;2;S1;31;32;;l;ch;n;vpr;u;;;;;;;
TOG2;50;E;lnu;16;13;3;S1;37;32;;l;ch;n;cr4;u;;;;;;;
TOG2;50;E;ln;20;12;1;XY3;32;32;ln;ln;ch;l;p-r-l;n;;;;;mrk a;;
TOG2;50;E;lnu;18;15;3;S1;30;32;;;ch;n;vpr;u;;;;;ps-iii;;
TOG2;50;E;lnu;14;10;1;S1;23;32;lnu;lnu;rso;lnu;pa4;u;mch;u;;;;;
TOG2;50;E;lc;13;;;N13;10;32;lc + int;lc + int;rso;lc + int;ch;l;;;;;;;
TOG2;50;E;nu;15;9;;XY3;;32;n;n;rso;n;vpr;u;;;;;mrk a;;
TOG2;50;E;nu;15;9;2;XY3;;32;;n;cr4;u;;;;;;;mrk a;;
TOG2;50;E;nu;25;10;1;XY3;;32;n;n;cr4;u;blackened;u;;;;;mrk a;;
TOG2;50;E;lnu;12;10;6;E90;24;32;n;ln;ch;u;vpr;u;;;;;;;
TOG2;50;E;lnu;9;9;6;E90;;32;;;cr4;u;;;;;;;;;
TOG2;50;E;lnu;13;11;6;E90;28;32;;;rough;u;;;;;;;mrk e;;
TOG2;50;E;lnu;8;14;6;E90;22;32;;ln + int;cr4;u;;;;;;;;;
TOG2;50;E;lnu;8;13;6;E90;32;32;;;rough;u;;;;;;;mrk e;;
TOG2;43;E;lnum;28;10;2;XY2;21;32;l;l;cr4;um;;;;;;;ps-vi;;
TOG2;43;E;lnum;8;4;1;S1;7;32;lnu;lnu;ch;lnu;p-r-waves;u;si1;u;p-r-l;m;;cr4;um
TOG2;43;E;lnu;11;8;6;E90;19;32;;;rough;nu;cr4;u;;;;;;;
TOG2;43;E;lnu;21;10;2;XY3;20;32;l;l;p-r-l;n;ch;l;cr4;u;;;mrk a;;
TOG2;43;E;lnum;11;7;4;S1;20;32;l + int;l + int;rso;l + int;rough;u;cr4;m;;;;;
TOG2;43;E;lnu;25;12;2;XY2;20;32;l;;cr4;u;;;;;;;ps-vi;;
TOG2;34;E;lnu;25;11;2;XY2;28;32;l;l;ch;l;p-r-l;n;cr4;u;;;ps-vi;;
TOG2;34;E;nu;17;6;2;XY;;32;l;l;cr4;u;;;;;;;;;
TOG2;34;E;lnu;23;14;;XY3;28;32;l;l;ch;l;pp-r-l;n;cr4;u;;;mrk a;;
TOG2;34;E;lnu;14;12;3;S1;;32;ln;ln;ch;n;erod;u;;;;;;;
TOG2;34;E;lnu;15;11;2;S1;;32;ln;ln;ch;l;ch;u;cr4;u;;;;;
TOG2;34;E;lnu;15;11;3;S1;30;32;ln;ln;cr4;u;;;;;;;;;
TOG2;34;E;ln;10;7;1;S1;7;32;ln;ln;ch;l;;;;;;;;;
TOG2;34;E;lnu;14;10;2;S1;29;32;lnu;lnu;ch;l;;;;;;;;;
TOG2;34;E;lnu;10;12;4;S1;23;32;int;l + int;;;;;;;;;;;
TOG2;34;E;lc;11;;;N13;;32;lc;lc;ch;l;;;;;;;;;
TOG2;34;E;lcn;11;;;N13;9;32;lcn;lcn;ch;l;ch;n;;;;;;;
TOG2;34;E;lc;15;;;N13;9;32;lc;lc;ch;l;;;;;;;;;
