Site,Year,Unit,Context,Horizon,Parts,MaxTh,MinTh,RimAngle,RimType,Diameter,Temper,Burnish,Slip,Motif1,Loc1,Motif2,Loc2,Motif3,Loc3,Motif4,Loc4,Motif5,Loc5,Type
MDB,2019,C,14,,LNU,11,9,3,S1,15,32,N,N,RSO,N,CR,U,,,,,,,
MDB,2019,C,14,,LN,13,12,2,S1,,32,LN+INT,LN+INT,RSO,LN+INT,CH,L,,,,,,,
MDB,2019,C,14,,LC,13,13,2,E57,7,32,LC+INT,LC+INT,RSO,LC+INT,,,,,,,,,MDB1
MDB,2019,C,14,,LC,13,,,SNE4,8,32,LC+INT,LC+INT,RSO,LC+INT,CH,L,CH,L INT,,,,,MDB1
MDB,2019,C,14,,CN,10,14,1,,6,32,CN,CN,RSO,CN,,,,,,,,,
MDB,2019,C,14,,LN,15,,2,,18,32,LN,LN,,,,,,,,,,,
MDB,2019,C,14,,LN,10,15,6,SNC6,24,32,LN+INT,LN+INT,RSO,LN+INT,,,,,,,,,
MDB,2019,C,14,,B,,,,SNB1,,32,,,PLAIN,B,,,,,,,,,
MDB,2019,C,14,,LNU,16,14,2,SNY6,11,32,,L,CR4,U,,,,,,,,,
MDB,2019,C,14,,LNU,17,11,2,SNY5,16,32,LN,LN,CR4,NU,,,,,,,,,
MDB,2019,C,14,,LNU,19,10,1,SNY,,32,,L,CR4,NU,,,,,,,,,
MDB,2019,C,14,,LNU,22,19,1,SNY5,24,33,L,LN+INT,CR4,U,,,,,,,,,
MDB,2019,C,14,,LNU,17,9,2,SNY5,11,32,L,LN,CR4,U,,,,,,,,,
MDB,2019,C,14,,LNU,18,7,1,SNY5,15,32,L,L,RSO,L,CR4,U,,,,,,,
MDB,2019,C,14,,LN,25,20,2,SNY5,,32,L,L,RSO,L,EROD,U,,,,,,,
MDB,2019,C,14,,LNU,22,14,2,SNY2,,32,L,L,RSO,L,CR4,NU,,,,,,,
MDB,2019,C,14,,LC,13,12,2,SNE25,13,32,LC,LC,RSO,LC,P-W,C,,,,,,,
MDB,2019,C,14,,LCNU,13,12,2,SNE25,13,32,LCN,LCN,RSO,LCN,P-W,C,CR4,U,SI-GEO,NU,,,
MDB,2019,C,14,,LCNU,11,10,2,SNE25,12,32,L,L,RSO,L,CR4,U,SI-GEO,U,,,,,
MDB,2019,CE1,15,,LNU,15,13,4,SNS12,17,32,L+INT,LN+INT,RSO,L+INT,P-R-L,U,CR4,U,,,,,
MDB,2019,CE1,15,,LNU,20,15,3,SNS35,38,32,L,L,RSO,L,CR8,NU,,,,,,,
MDB,2019,CE1,15,,LNU,14,12,2,SNS36,16,32,L,L,RSO,L,CR4,U,,,,,,,
MDB,2019,CE1,15,,B,,8,,SNB2,,32,,,,,,,,,,,,,
MDB,2019,CE1,15,,LNU,18,12,1,SNY4,16,32,,LC,CR4,U,,,,,,,,,
MDB,2019,CE1,15,,B,,14,,SNB1,,32,,,,,,,,,,,,,
MDB,2019,CE1,15,,C,14,10,,E57,,32,C+INT,C+INT,RSO,C+INT,,,,,,,,,
MDB,2019,CE1,15,,LNU,10,10,1,SNS17,23,32,L+INT,L+INT,RSO,L+INT,CH,L,,,,,,,
MDB,2019,CE1,15,,LCNU,14,9,2,SNE16,13,32,LCNU+INT,LCNU+INT,RSO,LCNU+INT,CH,U,,,,,,,
MDB,2019,CE1,18,,LNU,11,9,3,S1,15,32,,,BLACK,LNU,PLAIN,LN,CR,U,,,,,
MDB,2019,CE1,18,,LN,20,,1,SNY2,17,32,L,LN,RSO,L,MCH,L,,,,,,,
MDB,2019,CE1,18,,LNU,17,15,4,SNS13,>42,32,INT,INT,PLAIN,LNU,,,,,,,,,
MDB,2019,CE1,18,,C,12,,,BT,<4,32,C,C,RSO,C,,,,,,,,,
MDB,2019,CE1,18,,LNU,21,11,2,SNY2,,32,L,L,RSO,L,VPR,U,,,,,,,
MDB,2019,CE1,18,,NU,16,10,,SNY,,32,,,CR4,U,,,,,,,,,
MDB,2019,CE1,18,,LNU,15,11,3,SNS9,20,32,,,PLAIN,L,CR4,U,,,,,,,
MDB,2019,CE1,18,,LNU,9,6,4,SNE7,,32,LN+INT,LN+INT,RSO,L+INT,CH,L,CR4,U,,,,,
MDB,2019,CE1,18,,LNU,18,7,,SNY,,32,L,L,RSO,L,CR4,U,,,,,,,
MDB,2019,CE1,18,,LNU,17,14,3,S1,30,32,,,PLAIN,LN,CR4,U,,,,,,,
MDB,2019,CE1,18,,B,,8,,SNB1,6,32,,B,CR4,B,,,,,,,,,
MDB,2019,CE1,18,,LNU,14,13,3,SNY3,,32,LN,LN,RSO,LN,CR4,U,,,,,,,
MDB,2019,CE1,18,,LN,15,12,1,SNS35,26,32,LN,LN,RSO,LN,CH,L,P-W-L,L,CH,N,CR,N,MDB3
MDB,2019,CE1,18,,LN,27,25,2,SNS14,7,32,,,CR4,U,,,,,,,,,
MDB,2019,CE1,18,,NM,,7,,SNY – CARINATED?,,32,N,N,RSO,N,CR4,M,,,,,,,
MDB,2019,CE1,18,,LNU,12,11,6,SNC2,21,32,INT,LN+INT,PLAIN,NU,,,,,,,,,
MDB,2019,CE1,18,,LNU,12,10,3,S1,15,32,,EROD,CH,L INT,CH,L,EROD,NU,,,,,
MDB,2019,CE1,18,,LC,13,,,BT,<4,32,,,PLAIN,LC,,,,,,,,,
MDB,2019,CE1,18,,LNU,10,10,5,S1,11,32,,,CR4,NU,,,,,,,,,
MDB,2019,CE1,19,,LNU,12,10,2,S1,11,32,LNU,LNU,RSO,LNU,CH,N,CH,U,,,,,
MDB,2019,CE1,19,,LC,13,11,,SNE5,9,32,LC+INT,LC+INT,RSO,LC+INT,MCH,C,CH,C,,,,,
MDB,2019,CE1,19,,LC,17,,,SNS24,11,32,LC+INT,INT,RSO,INT,,,,,,,,,
MDB,2019,CE1,19,,LNU,11,9,2,N8,16,32,,,CH,L,PLAIN,LNU,,,,,,,
MDB,2019,CE1,19,,LN,20,12,2,SNY1,,32,L,LN,RSO,L,CR4,N,,,,,,,
MDB,2019,CE1,19,,B,,,,SNB1,12,32,,,,,,,,,,,,,
MDB,2019,CE1,19,,LN,15,12,2,SNS11,26,32,L,L,RSO,L,CH,L,,,,,,,
MDB,2019,CE1,19,,LN,19,16,3,SNS35,34,32,L+INT,L,RSO,L,CR8,N,,,,,,,
MDB,2019,CE1,19,,LN,19,12,1,SNY2,12,32,LN,L,RSO,L,CH,L,CR4,N,,,,,
MDB,2019,CE1,19,,LNU,13,8,6,SNC4,40,32,,,PLAIN,LNU,ROUGH,U,,,,,,,
MDB,2019,CE1,19,,LNU,18,14,1,N8,,32,LN,LN,RSO,LNU,CR4,U,,,,,,,
MDB,2019,CE1,19,,LNU,17,10,2,SNY,,32,LN,L,RSO,L,CR4,NU,,,,,,,
MDB,2019,CE1,19,,LNU,12,9,4,S1,27,32,,,CR4,NU,,,,,,,,,
MDB,2019,CE1,19,,LC,11,10,,E57?,,32,LC+INT,LC+INT,RSO,LC+INT,CH,L,,,,,,,
MDB,2019,C,20,,LNU,17,10,1,SNY1,17,32,L,L,CH,L,CR4,NU,,,,,,,
MDB,2019,C,20,,LNU,19,13,3,SNS35,39,32,L,L,RSO,L,CR6,NU,,,,,,,
MDB,2019,C,20,,LNU,10,10,6,SNC7,21,32,,L+INT,P-R-GEO,LNU,,,,,,,,,
MDB,2019,C,20,,LC,12,11,,SNE8,7,32,LC+INT,LC+INT,RSO,LC+INT,,,,,,,,,
MDB,2019,C,20,,LNU,19,10,1,SNY5,14,32,L,L,RSO,L,CR4,U,,,,,,,MDB12
MDB,2019,C,20,,LCNU,8,10,2,SNE11,12,32,U+INT,U+INT,RSO,U+INT,,,,,,,,,
MDB,2019,C,20,,LNU,22,,1,SNS17,26,32,,L,CR4,U,,,,,,,,,
MDB,2019,C,20,,LNU,15,9,2,SNY1,25,32,,L,NOTCHES,L,CR4,U,,,,,,,
MDB,2019,C,20,,LN,7,10,6,SNC6,15,32,LN+INT,LN,RSO,LN,,,,,,,,,
MDB,2019,C,20,,LC,11,,,SNE4,,32,LC+INT,LC+INT,RSO,LC+INT,CH,L,,,,,,,
MDB,2019,C,20,,LNU,32,34,2,S1,,32,,,CR4,NU,,,,,,,,,MDB13
MDB,2019,C,20,,,,,,,35,,,,CR4,,SI,,,,,,,,MDB10
MDB,2019,C,20,,,,,,,39,,,,CR4,,SI,,,,,,,,MDB10
MDB,2019,C,20,,,,,,,31,,,,CR6,,SI,,,,,,,,MDB10
MDB,2019,C,20,,,,,,,32,,,,CR6,,SI,,,,,,,,MDB10
MDB,2019,C,20,,,,,,,17,,,,CR6,LNU,SI,LNU,,,,,,,MDB10
MDB,2019,C,23,,LNU,25,29,5,S1,36,32,,,CR4,NU,,,,,,,,,MDB10
MDB,2019,C,23,,LNU,24,24,5,S1,45,32,,,CR4,NU,,,,,,,,,MDB10
MDB,2019,C,23,,LNU,28,32,5,S1,22,32,,,CR4,NU,,,,,,,,,MDB10
MDB,2019,C,23,,LNU,14,20,6,SNC9,32,32,L+INT,L+INT,RSO,L+INT,PLAIN,N,VPR,U,,,,,
MDB,2019,C,23,,LNU,26,19,1,SNS14,20,32,,,CH,N,CR4,U,,,,,,,MDB11
MDB,2019,C,23,,LC,15,,,E57,6,32,LC+INT,LC+INT,RSO,LC+INT,,,,,,,,,MDB1
MDB,2019,C,23,,LNU,19,12,2,SNY1,12,31,L,L,RSO,L,CR4,U,BLACK,U,,,,,MDB12
MDB,2019,C,23,,LNU,24,19,2,SNY2,15,32,L,LNU,RSO,L,CR4,U,CH,U,,,,,
MDB,2019,C,23,,LNU,20,10,2,SNY5,14,32,L,L,RSO,L,CR4,U,,,,,,,MDB12
MDB,2019,C,23,,LN,,,2,SNY1,21,32,L,LN,RSO,L,,,,,,,,,
MDB,2019,C,23,,NU,22,11,2,SNY2,,32,N,NU,RSO,N,VPR,U,,,,,,,MRKA
MDB,2019,C,23,,LNU,19,9,3,SNY5,13,32,L,LNU,RSO,L,VPR,U,,,,,,,
MDB,2019,C,23,,LNU,20,13,2,SNY1,9,32,L,L,RSO,L,CR4,U,BLACK,U,,,,,MDB12
MDB,2019,C,23,,LNU,18,11,3,SNY3,,32,L,L,RSO,L,CR4,U,,,,,,,
MDB,2019,C,23,,LNU,17,10,2,SNY7,34,32,L,,CR8?,NU,,,,,,,,,
MDB,2019,C,24,,LNU,17,12,2,SNS11,,32,L,LN,RSO,L,CH,N,CR4,U,,,,,MRKB
MDB,2019,C,24,,LNU,21,15,1,SNS36,,32,L,LN,RSO,L,CH,N,CR2,U,,,,,
MDB,2019,C,24,,LNU,15,11,2,SNY3,23,32,L,LN,RSO,L,CR4,U,,,,,,,MDB2
MDB,2019,C,24,,LN,19,13,1,SNY4,15,31,L,LN,BLACKBURN,L,CR,NU,,,,,,,
MDB,2019,C,24,,LNU,15,11,2,SNY,14,32,L,L,RSO,L,CR4,U,,,,,,,
MDB,2019,C,24,,LUM,,10,2,SNY2,16,32,L,L,RSO,L,CR4,UM,,,,,,,
MDB,2019,C,24,,LNU,13,11,4,SNS7,26,32,L+INT,L+INT,RSO,L+INT,PLAIN,NU,,,,,,,
MDB,2019,C,24,,LNU,12,10,3,S1,14,32,L INT,L INT,PLAIN,NU,,,,,,,,,
MDB,2019,C,24,,LNU,21,18,2,S1,35,32,L,L,RSO,L,CR4,NU,,,,,,,
MDB,2019,C,24,,LNU,18,14,2,SNY4,,32,L,L,RSO,L,CR4,U,,,,,,,
MDB,2019,C,25,,B,,19,,SNB1,12,32,,,PLAIN,B,,,,,,,,,
MDB,2019,C,25,,LC,12,,1,SNE2,7,31,LC+INT,LC+INT,RSO,LC+INT,CH,L,P-W-L,L,CH,C,,,MDB1
MDB,2019,C,25,,LC,14,,,SNE10,5,32,LC+INT,LC+INT,RSO,LC+INT,CH,L,,,,,,,
MDB,2019,C,25,,LN,13,12,2,S1,16,32,LN,LN,RSO,LN,,,,,,,,,
MDB,2019,C,25,,LNU,14,9,4,SNE7,24,32,,LN+INT,CH,L,VPR,U,,,,,,,
MDB,2019,C,25,,LNU,14,14,6,E90,30,32,INT,INT,CR6,U,,,,,,,,,
MDB,2019,C,25,,LNU,20,16,1,SNY,4,32,L,L,RSO,L,EROD,NU,,,,,,,
MDB,2019,C,26,,NU,24,15,,SNY2,,32,N,NU,RSO,N,CR4,U,,,,,,,
MDB,2019,C,26,,LNU,18,17,2,N8,24,32,LN,,SI-LINE,,,,,,,,,,
MDB,2019,C,26,,LNU,12,11,4,SNY3,23,32,INT,LN+INT,RSO,INT,ROUGH,U,,,,,,,
MDB,2019,C,26,,LNU,16,9,3,SNY2,16,32,L,LN,RSO,L,VPR,U,,,,,,,
MDB,2019,C,26,,LNU,14,9,3,SNY3,14,32,,LN,CR4,U,BLACK,U,,,,,,,
MDB,2019,C,26,,LC,15,,,E57,12,32,LC+INT,LC+INT,RSO,LC+INT,CH,L,P-W-L,L,,,,,MDB1
MDB,2019,C,26,,LNU,9,10,6,SNC1,,32,,,PLAIN,L,ROUGH,U,,,,,,,
MDB,2019,C,26,,B,,10,,SNB1,7,32,,,PLAIN,B,,,,,,,,,
MDB,2019,C,27,,LNU,15,15,3,SNS14,20,32,LN,LN,RSO,LN,CH,N,CR2,NU,,,,,
MDB,2019,C,27,,B,,12,,SNB1,5,32,,,PLAIN,B,,,,,,,,,
MDB,2019,C,27,,LC,12,,,SNE4,4,32,LC+INT,LC+INT,RSO,LC+INT,,,,,,,,,
MDB,2019,C,27,,LN,15,,6,SNC1,26,32,,,PLAIN,LN,,,,,,,,,
MDB,2019,C,28,,LNU,22,24,2,SNS14,36,32,,,CH,N,VPR,U,,,,,,,
MDB,2019,C,28,,LNU,29,26,2,SNS32,,32,,,CH,N,VPR,U,,,,,,,
MDB,2019,C,28,,B,,22,,SNB1,,32,,,PLAIN,B,,,,,,,,,
MDB,2019,C,28,,B,,12,,SNB1,6,32,,,PLAIN,B,,,,,,,,,
MDB,2019,C,28,,LNUM,10,14,4,S1,9,32,,,CH,L,CH,U,,,,,,,
MDB,2019,C,28,,NUMB,,13,,S1,5,32,,,PLAIN,NUMB,,,,,,,,,MDB14
MDB,2019,C,28,,B,,14,,SNB1,7,32,,,SI,B,,,,,,,,,
MDB,2019,C,28,,LNU,27,13,3,SNE7,26,32,LN+INT,,CH,N INT,CH,N,CR,U,CH,L,,,
MDB,2019,C,28,,LC,12,,,SNE5,10,32,LC+INT,LC+INT,RSO,LC+INT,MCH,C,,,,,,,
MDB,2019,C,28,,LNU,10,12,3,S1,16,32,LN,LN,RSO,LN,CH,L,CH,N,VPR,U,,,
MDB,2019,C,28,,LN,21,,2,N8,28,32,,,PLAIN,LN,,,,,,,,,
MDB,2019,C,28,,LNU,23,8,1,SNY2,12,32,L,L,RSO,L,CH,L,CR4,U,,,,,
MDB,2019,C,28,,NU,,5,,SNY,,32,,,CR4,U,SI-GEO,U,,,,,,,
MDB,2019,C,28,,LNU,22,11,1,SNY2,,32,L,L,RSO,L,VPR,U,,,,,,,
MDB,2019,C,28,,LNU,16,11,6,SNC8,28,32,LNU+INT,,CH,L,MCH,U,RSO,INT,,,,,
MDB,2019,C,28,,LNU,17,14,6,SNC1,29,32,INT,INT,RSO,INT,PLAIN,N,ROUGH,U,,,,,
MDB,2019,C,28,,LNU,14,14,6,SNC1,18,32,INT,INT,RSO,INT,ROUGH,U,,,,,,,
MDB,2019,C,28,,LNU,13,12,6,SNC2,24,32,L+INT,L+INT,RSO,L+INT,PLAIN,NU,,,,,,,
MDB,2019,C,28,,LNU,12,9,6,SNC1,28,32,,,PLAIN,LN,ROUGH,U,,,,,,,
MDB,2019,C,28,,LN,16,14,3,S1,26,32,LN+INT,,CH,L,CH,N,BLACKBURN,LN+INT,,,,,
MDB,2019,C,29,,LNUM,10,7,3,SNS29,14,32,LN,LN,RSO,LN,CH,L,CH,N,VPR,UM,,,
MDB,2019,C,29,,LNU,12,14,6,SNC7,23,32,,L+INT,CH,L INT,PLAIN,NU,,,,,,,
MDB,2019,C,29,,LNU,11,16,6,SNC2,39,32,INT,,PLAIN,N,ROUGH,U,,,,,,,
MDB,2019,C,29,,B,,9,,SNB1,9,32,,,PLAIN,B,,,,,,,,,
MDB,2019,C,29,,LNU,13,13,2,S1,11,32,,,PLAIN,LN,ROUGH,U,,,,,,,
MDB,2019,C,29,,LN,12,,1,SNS17,15,32,LN,LN,RSO,LN,MCH,LN,P-W-L,LN,,,,,
MDB,2019,C,29,,LNU,22,14,1,SNS14,26,32,,,CH,N,CR4,U,,,,,,,
MDB,2019,C,29,,LNUM,26,9,1,SNY7,10,32,LN,LN,RSO,LN,MCH,LN,VPR,UM,,,,,MRK A
MDB,2019,C,29,,LNU,10,10,6,SNC1,18,32,LN,,PLAIN,LNU,,,,,,,,,
MDB,2019,C,29,,NU,19,11,,SNY7,27,32,N,N,RSO,N,VPR,U,,,,,,,MRK A
MDB,2019,C,29,,NUM,21,10,,SNY7,15,32,N,N,RSO,N,BLACK,UM,VPR,UM,,,,,MRK A
MDB,2019,C,29,,NU,21,10,,SNY7,,32,N,,VPR,U,,,,,,,,,
MDB,2019,C,29,,LNU,10,8,1,S1,24,32,LNU,LNU,RSO,LNU,MCH,N,,,,,,,
MDB,2019,C,29,,LNU,13,13,6,SNC4,30,32,INT,INT,PLAIN,LN,ROUGH,U,,,,,,,
MDB,2019,C,29,,LNUM,13,10,3,SNS7,19,32,,,CH,L,PLAIN,LN,ROUGH,UM,,,,,
MDB,2019,C,29,,LNU,10,8,2,SNS7,14,32,LN,LN,RSO,LN,CH,L,P-W-L,L,VPR,U,,,
MDB,2019,C,29,,LC,19,,,SNE5,,32,LC+INT,LC+INT,RSO,LC+INT,MCH,L,,,,,,,
MDB,2019,C,29,,LNU,15,10,6,SNC3,20,32,,,PLAIN,LN,ROUGH,U,SI-GEO,U,,,,,
MDB,2019,C,29,,NUM,19,10,,SNY7,18,32,N,NU,RSO,N,VPR,UM,,,,,,,
MDB,2019,C,29,,LN,12,11,2,S1,30,32,LN,LN,RSO,LN,,,,,,,,,
MDB,2019,C,29,,B,,,,SNB1,9,32,,,PLAIN,B,,,,,,,,,
MDB,2020,C,51,,LCUM,16,9,5,SNE47,32,33,LCU+INT,LCU+INT,CR6,M,MCH,UM,PW,M,,,,,
MDB,2020,C,51,,LUM,16,8,2,SNS82,18,32,LUM+INT,LUM+INT,CR6,M,MCH,U,,,,,,,
MDB,2020,C,51,,LCU,20,13,4,SNE46,32,33,,LC+INT,CR4,U,,,,,,,,,
MDB,2020,C,51,,LUM,10,6,2,SNS81,12,31,,LU+INT,CR6,UM,,,,,,,,,
MDB,2020,C,51,,LU,12,7,6,SNC4,24,33,,LU-INT,CR2,U,,,,,,,,,
MDB,2020,C,51,,LCU,12,16,1,SNE45,26,32,LCU,LCU+INT,MCH,LCU,,,,,,,,,
MDB,2020,C,51,,LCU,12,5,1,SNE45,14,32,,LUM+INT,MCH,C,,,,,,,,,
MDB,2020,C,51,,LU,15,9,5,SNS5,26,33,,LU+INT,CR8,U,SI4,U,,,,,,,
MDB,2020,C,51,,LU,16,9,4,SNS84,24,33,,LU+INT,CR,U,,,,,,,,,
MDB,2020,C,51,,LU,12,10,6,SNC8,24,33,,LU+INT,CR6,U,,,,,,,,,
MDB,2020,C,51,,LCU,9,7,5,SNE8,18,32,LCU+INT,LCU+INT,CR2,U,,,,,,,,,
MDB,2020,C,51,,LUM,15,7,5,SNS15,28,32,,LUM+INT,CR,UM,SI2,M,,,,,,,
MDB,2020,C,51,,LU,12,10,6,SNC8,24,32,,LU-INT,CR6,U,,,,,,,,,
MDB,2020,C,51,,LU,9,12,1,SNS83,16,31,,LU+INT,ROUGH,LU+INT,SI2,L,,,,,,,
MDB,2020,C,51,,LU,7,13,2,SNS83,16,31,,LU+INT,ROUGH,LU+INT,SI2,L,,,,,,,
MDB,2020,C,51,,LCU,13,6,5,SNE8,20,32,LCU+INT,LCU+INT,CR,U,,,,,,,,,
MDB,2020,C,51,,LUM,14,9,6,SNC28,26,33,,LUM-INT,CR4,LUM,,,,,,,,,
MDB,2020,C,51,,LU,10,6,5,SNS5,18,33,LU-INT,LU+INT,,,,,,,,,,,
MDB,2020,C,51,,LU,13,11,2,SNS62,20,31,,LU-INT,CR,U,SI2,L,ROUGH,U-INT,,,,,
MDB,2020,C,51,,LCU,11,6,2,SNE48,22,32,LC+INT,LC+INT,CR4,U,,,,,,,,,
MDB,2020,C,51,,LU,10,8,6,SNC23,16,32,,LU-INT,CR2,U,,,,,,,,,
MDB,2020,C,51,,LU,14,7,2,SNS83,18,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,51,,LU,13,9,6,SNC29,16,32,LU-INT,LU-INT,,,,,,,,,,,
MDB,2020,C,51,,LC,8,5,4,SNE6,14,32,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,51,,LU,14,7,4,SNS33,22,33,,LU+INT,,,,,,,,,,,
MDB,2020,C,51,,B,22,8,5,SNB4,12,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,51,,LUM,12,7,1,SNS11,22,32,,LUM+INT,ROUGH,M,,,,,,,,,
MDB,2020,C,51,,LU,9,7,6,SNC23,28,32,,LU-INT,CR2,U,,,,,,,,,
MDB,2020,C,51,,LC,8,5,5,SNE6,12,33,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,51,,LC,10,5,5,SNE40,22,32,LC-INT,LC+INT,,,,,,,,,,,
MDB,2020,C,51,,LU,15,9,6,SNC17,32,32,,LU-INT,CR2,U,,,,,,,,,
MDB,2020,C,51,,LU,12,13,4,SNS15,26,32,LU-INT,LU+INT,CR4,U,,,,,,,,,
MDB,2020,C,51,,LU,16,10,6,SNC17,16,32,,LU-INT,EROD,U,,,,,,,,,
MDB,2020,C,51,,LU,11,12,1,SNS83,26,33,,LU+INT,ROUGH,LU+INT,EROD,U,SI2,U,,,,,
MDB,2020,C,51,,LU,13,6,6,SNC1,14,33,,LU+INT,CR4,U,,,,,,,,,
MDB,2020,C,51,,LU,11,13,2,SNS86,18,33,,LU-INT,SI2,L,ROUGH,LU-INT,EROD,U,,,,,
MDB,2020,C,51,,LC,9,6,5,SNE6,14,32,LC+INT,LC+INT,,,,,,,,,,,
MDB,2020,C,51,,LU,15,13,2,SNS84,22,33,,LU+INT,CR4,U,,,,,,,,,
MDB,2020,C,51,,LU,7,5,1,SNS81,10,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,51,,LU,9,7,6,SNC23,22,33,,LU-INT,CR2,U,,,,,,,,,
MDB,2020,C,51,,LU,9,5,4,SNS87,16,33,LU-INT,LU+INT,,,,,,,,,,,
MDB,2020,C,51,,LC,12,6,4,SNE41,,32,LC+INT,LC+INT,,,,,,,,,,,
MDB,2020,C,51,,LU,8,7,6,SNC23,12,32,,LU-INT,EROD,U,,,,,,,,,
MDB,2020,C,51,,LU,10,8,5,SNS87,12,32,LU-INT,LU+INT,,,,,,,,,,,
MDB,2020,C,51,,LU,12,16,4,SNS86,,31,,LU+INT,EROD,U,SI2,L,ROUGH,LU-INT,,,,,
MDB,2020,C,51,,LU,14,9,4,SNS80,,32,,LU-INT,CR4,U,,,,,,,,,
MDB,2020,C,51,,LU,16,15,,SNS75,,33,,LU-INT,EROD,U,?,L,,,,,,,
MDB,2020,C,51,,LU,13,14,4,SNS62,,33,U,LU+INT,,,,,,,,,,,
MDB,2020,C,51,,LU,13,6,5,SNS5,24,31,,LU+INT,,,,,,,,,,,
MDB,2020,C,51,,LC,11,7,5,SNE49,12,32,LC-INT,LC+INT,,,,,,,,,,,
MDB,2020,C,51,,LU,11,7,,SNS46,,32,,LU+INT,CR4,U,,,,,,,,,
MDB,2020,C,51,,LU,17,16,5,SNS85,22,32,,LU+INT,,,,,,,,,,,
MDB,2020,C,46,,LCUM,11,6,4,SNE51,22,33,LCU,LCU+INT,MCH,U,CR8,M,,,,,,,
MDB,2020,C,46,,LUM,14,8,5,SNS91,40,31,LU+INT,LU+INT,MCH,U,CR6,U,,,,,,,
MDB,2020,C,46,,LC,20,9,5,SNE20,30,31,,LC+INT,,,,,,,,,,,
MDB,2020,C,46,,LUM,12,9,6,SNC28,30,33,,LU-INT,CR4,UM,,,,,,,,,
MDB,2020,C,46,,LU,13,9,5,SNS90,42,32,LU+INT,LU+INT,MCH,U+INT,CR6,U,,,,,,,
MDB,2020,C,46,,LUM,16,8,6,SNC31,30,32,,LUM-INT,CR4,UM,SI2,M,SI4,M,,,,,
MDB,2020,C,46,,LUM,14,12,5,SNS89,34,33,,LUM-INT,CR2,UM,SI4,UM,,,,,,,
MDB,2020,C,46,,LC,21,14,5,SNE20,32,33,,LC+INT,,,,,,,,,,,
MDB,2020,C,46,,LUM,9,7,5,SNS88,14,32,,LUM-INT,MCH,LU-INT,SI4,M,,,,,,,
MDB,2020,C,46,,LU,12,7,6,SNC30,24,33,,LU-INT,CR2,U,,,,,,,,,
MDB,2020,C,46,,LC,13,7,5,SNE50,28,33,LC+INT,LC+INT,CH,L,,,,,,,,,
MDB,2020,C,46,,LC,11,6,4,SNE5,16,33,LC,LC+INT,MCH,C,,,,,,,,,
MDB,2020,C,46,,LU,9,4,6,SNC1,26,33,,LU+INT,CR2,U,,,,,,,,,
MDB,2020,C,46,,LC,8,5,5,SNE6,12,33,LC+INT,LC+INT,,,,,,,,,,,
MDB,2020,C,46,,LU,10,5,2,SNS5,20,31,LU,LU+INT,MCH,U,PW,U,,,,,,,
MDB,2020,C,46,,LU,15,6,4,SNS54,18,32,LU-INT,LU-INT,VPR,U,CH,U+INT,,,,,,,
MDB,2020,C,46,,LU,12,6,5,SNS5,16,33,,LU-INT,CR4,U,,,,,,,,,
MDB,2020,C,46,,LC,8,5,5,SNE6,14,33,LC+INT,LC+INT,,,,,,,,,,,
MDB,2020,C,46,,LU,12,6,,SNS92,18,32,,LU+INT,CH,U+INT,,,,,,,,,
MDB,2020,C,46,,LU,9,7,6,SNC23,18,32,,LU-INT,CR2,U,,,,,,,,,
MDB,2020,C,46,,LU,11,5,6,SNC32,16,33,LU-INT,LU+INT,PW,U,,,,,,,,,
MDB,2020,C,50,,LUM,14,5,1,SNS93,20,33,LU,LUM+INT,MCH,UM,,,,,,,,,
MDB,2020,C,50,,LUM,14,11,6,SNC33,22,33,LUM-INT,LUM+INT,,,,,,,,,,,
MDB,2020,C,50,,LU,14,12,6,SNC8,26,32,,LU-INT,CR6,U,,,,,,,,,
MDB,2020,C,50,,LC,11,6,5,SNE5,32,31,LC+INT,LC+INT,CH,C,,,,,,,,,
MDB,2020,C,50,,LC,20,15,4,SNE46,28,31,,LC+INT,,,,,,,,,,,
MDB,2020,C,50,,LUM,12,7,6,SNC4,16,32,,LUM+INT,,,,,,,,,,,
MDB,2020,C,50,,LC,8,6,5,SNE3,14,32,LC+INT,LC+INT,,,,,,,,,,,
MDB,2020,C,50,,LCU,9,6,5,SNE37,24,33,LCU+INT,LCU+INT,CH,C,,,,,,,,,
MDB,2020,C,50,,LUM,15,9,6,SNC34,18,31,,LUM+INT,CH,U,,,,,,,,,
MDB,2020,C,41,,LUM,13,8,1,SNS94,26,33,LU+INT,LU+INT,MCH,UM,,,,,,,,,
MDB,2020,C,41,,LUM,12,8,,SNS59,,31,LUM,LUM+INT,,,,,,,,,,,
MDB,2020,C,41,,LUM,15,9,6,SNC35,28,31,,LUM+INT,VPR,UM,,,,,,,,,
MDB,2020,C,41,,LUM,12,11,6,SNC31,16,32,UM-INT,LUM+INT,,,,,,,,,,,
MDB,2020,C,41,,LU,13,8,1,SNS94,22,33,LU,LU+INT,MCH,U,,,,,,,,,
MDB,2020,C,41,,LC,12,7,4,SNE26,28,32,,LC+INT,,,,,,,,,,,
