Site,Year,Unit,Context,Horizon,Parts,MaxTh,MinTh,RimAngle,RimType,Diameter,Temper,Burnish,Slip,Motif1,Loc1,Motif2,Loc2,Motif3,Loc3,Motif4,Loc4,Motif5,Loc5,Type
MDB,2017,Z,8,C,LN,11,10,2,C2,0,31,T/O,T/O,RSO,LN,,,,,,,,,
MDB,2017,Z,9,C,LNS,9,9,2,E51,16,31,0,L,CR8CH,S,,,,,,,,,
MDB,2017,Z,9,C,LNS,14,9,6,E90,17,31,L,0,,,,,,,,,,,
MDB,2017,Z,9,C,LNS,7,6,1,N9,14,31,LN,0,BLACKBURNISHED,LN,,,,,,,,,
MDB,2017,Z,9,C,LNS,9,4,2,E57,17,31,T/O,T/O,RSO,LN,,,,,,,,,
MDB,2017,Z,9,C,LNS,12,6,1,N8,0,31,LN,LN,EROD,S,,,,,,,,,
MDB,2017,Z,9,C,LN,17,15,0,E,10,32,0,0,,,,,,,,,,,
MDB,2017,Z,9,C,LNS,12,9,3,XY1,0,31,L,LNS,CR4,S,,,,,,,,,
MDB,2017,Z,9,C,LNS,19,18,1,S1,0,32,0,0,CR4,S,,,,,,,,,
MDB,2017,Z,22,E,LNS,14,10,3,C1,0,32,0,0,CR4,S,,,,,,,,,
MDB,2017,Z,22,E,LNS,9,6,6,L2,25,31,L+IN,0,CH,L,,,,,,,,,
MDB,2017,Z,22,E,LNS,12,10,2,S1,0,31,0,0,CR8?,S,,,,,,,,,
MDB,2017,Z,9,C,LN,11,9,0,E,23,31,IN,IN,,,,,,,,,,,
MDB,2017,Z,9,C,LN,19,7,1,XY3,0,31,LN,LN,,,,,,,,,,,
MDB,2017,Z,4,B,L,10,6,1,Y,16,32,LN,LN,,,,,,,,,,,
MDB,2017,Z,4,B,NS,19,11,0,0,0,31,N,NS,P-W-L,NS,CR4,S,MCH,S,P-W-L,S,,,
