ID;Site;Unit;Layer;Phase;Period;Out Sur Treat;RimTYpeCA;Rim Angle;Rim Thickness;Rim Dia;CR2/3;Dogon;RSO;CR6;CR4;PE;ch;paint;ICS
845;TBZ2;1;15;4;3;2;E1;4;11,33;13;0;0;0;0;0;1;0;0;0
846;TBZ2;1;15;4;3;2;E1;4;12,85;14;0;0;0;0;0;1;0;0;0
847;TBZ2;1;15;4;3;2;E2;2;26,67;10;0;0;0;0;1;0;0;0;0
848;TBZ2;1;15;4;3;2;S;4;19,17;18;0;0;0;0;1;0;0;0;0
849;TBZ2;1;15;4;3;2;E1;4;13,27;11;0;0;0;0;0;1;0;0;0
850;TBZ2;1;15;4;3;2;E1;4;11,07;14;0;0;0;0;0;1;0;1;0
851;TBZ2;1;15;4;3;2;S;4;21,02;11;0;0;0;0;1;0;0;1;0
852;TBZ2;1;15;4;3;2;E2;2;17,82;;0;0;0;0;0;0;0;0;0
853;TBZ2;1;15;4;3;2;S;4;19,12;;0;0;0;0;0;0;0;0;0
854;TBZ2;1;16;4;3;2;S;4;22;16;0;0;0;0;1;0;0;0;0
855;TBZ2;1;16;4;3;2;E1;3;9,11;11;0;0;0;0;0;0;0;0;0
856;TBZ2;1;16;4;3;23;C;2;7,24;7;0;0;0;0;0;0;0;0;0
857;TBZ2;1;16;4;3;2;E2;2;21,27;10;0;0;0;0;0;0;0;0;0
858;TBZ2;1;16;4;3;2;E1;4;9,91;10;0;0;0;1;0;0;0;0;0
859;TBZ2;1;16;4;3;2;S;4;21,22;;0;0;0;0;1;0;0;0;0
860;TBZ2;1;16;4;3;2;E2;2;19,43;9;0;0;0;0;1;0;0;0;0
861;TBZ2;1;16;4;3;2;S;4;22,64;17;0;0;0;0;1;0;0;0;0
862;TBZ2;1;16;4;3;2;E1;4;13,14;11;0;0;0;0;0;1;0;0;0
863;TBZ2;1;16;4;3;2;E1;4;10,65;15;0;0;0;0;0;1;0;0;0
864;TBZ2;1;16;4;3;2;E1;4;9,88;10;0;0;0;0;0;1;0;0;0
865;TBZ2;1;16;4;3;2;S;3;35,57;;0;0;0;0;0;0;0;0;0
866;TBZ2;1;16;4;3;2;E2;2;21,31;12;0;0;0;0;1;0;0;1;0
867;TBZ2;1;16;4;3;2;E1;4;13,51;14;0;0;0;0;0;1;0;0;0
868;TBZ2;1;16;4;3;2;E1;4;11,46;11;0;0;0;0;0;1;0;0;0
869;TBZ2;1;16;4;3;2;S;4;18,22;11;0;0;0;0;0;0;0;1;0
870;TBZ2;1;16;4;3;2;E2;2;18,61;9;0;0;0;1;0;0;0;0;0
871;TBZ2;1;16;4;3;2;E1;4;13,11;14;0;0;0;0;0;1;0;1;0
872;TBZ2;1;16;4;3;2;E1;4;12,24;;0;0;0;0;0;1;0;1;0
873;TBZ2;1;16;4;3;2;S;3;6,99;7;0;0;0;0;0;0;0;0;0
874;TBZ2;1;16;4;3;1;E1;4;14,64;14;0;0;0;0;0;1;0;1;0
875;TBZ2;1;16;4;3;1;S;4;11,37;14;0;0;0;0;0;0;0;0;0
876;TBZ2;1;16;4;3;2;E1;4;11,1;;0;0;0;0;0;0;0;1;0
877;TBZ2;1;16;4;3;2;E1;4;14,1;11;0;0;0;0;0;1;0;1;0
878;TBZ2;1;16;4;3;2;E1;4;11,9;10;0;0;0;0;0;1;0;0;0
879;TBZ2;1;16;4;3;2;S;4;23,62;14;0;0;0;0;0;0;0;1;0
880;TBZ2;1;16;4;3;2;E1;4;13,76;15;0;0;0;0;0;1;0;0;0
881;TBZ2;1;16;4;3;2;E1;4;10,42;;0;0;0;0;0;1;0;1;0
882;TBZ2;1;16;4;3;2;E1;4;13,1;10;0;0;0;0;0;1;0;0;0
883;TBZ2;1;16;4;3;2;E2;2;24,56;;0;0;0;0;0;0;0;0;0
884;TBZ2;1;16;4;3;2;S;2;8,22;5;0;0;0;0;0;0;0;0;0
885;TBZ2;4;1;4;3;23;S;4;14,79;10;0;0;0;0;0;0;0;0;0
886;TBZ2;4;1;4;3;2;S;4;22,11;14;0;0;0;0;1;0;0;0;0
887;TBZ2;4;1;4;3;2;S;4;20,27;12;0;0;0;0;1;0;0;0;0
888;TBZ2;4;1;4;3;2;S;5;38,46;;0;0;0;0;0;0;0;0;0
889;TBZ2;4;1;4;3;2;S;4;26,81;15;0;0;0;0;0;0;0;0;0
890;TBZ2;4;1;4;3;2;E2;2;13,65;;0;0;0;0;0;0;0;0;0
891;TBZ2;4;1;4;3;2;E1;4;8,89;10;0;0;0;0;0;0;0;0;0
892;TBZ2;4;1;4;3;2;E1;4;8,75;9;0;0;0;0;0;1;0;0;0
893;TBZ2;4;1;4;3;2;E1;4;9,64;14;0;0;0;0;0;1;0;0;0
894;TBZ2;4;1;4;3;2;E1;4;8,11;10;0;0;0;0;0;1;0;0;0
895;TBZ2;4;1;4;3;2;S;4;14,38;10;0;0;0;0;0;0;0;0;0
896;TBZ2;4;1;4;3;2;S;4;18,92;11;0;0;0;0;0;0;0;0;0
897;TBZ2;4;1;4;3;23;E1;4;5,55;6;0;0;0;0;0;0;0;0;0
898;TBZ2;4;1;4;3;23;S;4;5,68;5;0;0;0;0;0;0;0;0;0
899;TBZ2;4;1;4;3;2;E1;4;9,47;;0;0;0;0;0;1;0;0;0
900;TBZ2;4;1;4;3;2;E1;4;9,14;12;0;0;0;0;0;1;0;0;0
901;TBZ2;4;1;4;3;2;S;4;22,6;;0;0;0;0;0;0;0;0;0
902;TBZ2;4;1;4;3;2;E1;4;12,2;;0;0;0;0;0;1;0;0;0
903;TBZ2;4;1;4;3;23;S;4;15,24;10;0;0;0;0;0;0;0;0;0
904;TBZ2;4;1;4;3;2;E1;4;11;;0;0;0;0;0;1;0;0;0
905;TBZ2;4;1;4;3;23;S;4;14,32;11;0;0;0;0;0;0;0;0;0
906;TBZ2;4;1;4;3;2;E1;4;8,7;;0;0;0;0;0;1;0;0;0
907;TBZ2;4;1;4;3;2;S;4;25,51;;0;0;0;0;0;0;0;0;0
908;TBZ2;4;1;4;3;2;S;4;16,07;;0;0;0;0;0;0;0;0;0
909;TBZ2;4;1;4;3;2;S;4;24,02;;0;0;0;0;1;0;0;0;0
910;TBZ2;4;1;4;3;23;S;4;6,82;;0;0;0;0;0;0;0;0;0
911;TBZ2;4;2;4;3;2;E1;4;11,5;14;0;0;0;0;0;1;0;0;0
912;TBZ2;4;2;4;3;2;C;2;5,41;4;0;0;0;0;0;0;0;0;0
913;TBZ2;4;2;4;3;2;E1;4;10,17;14;0;0;0;0;0;1;0;0;0
914;TBZ2;4;2;4;3;2;E1;4;10,71;12;0;0;0;0;0;1;0;0;0
915;TBZ2;4;2;4;3;2;E1;4;10,97;12;0;0;0;0;0;1;0;0;0
916;TBZ2;4;2;4;3;2;E1;4;11,13;15;0;0;0;0;0;1;0;1;0
917;TBZ2;4;2;4;3;2;E1;4;11,76;11;0;0;0;0;0;1;0;0;0
918;TBZ2;4;2;4;3;2;E1;4;11,67;13;0;0;0;0;0;1;0;0;0
919;TBZ2;4;2;4;3;2;S;4;13,99;11;0;0;0;0;0;0;0;0;0
920;TBZ2;4;2;4;3;2;S;4;24,67;16;0;0;0;0;1;0;0;0;0
921;TBZ2;4;2;4;3;2;E1;4;11,18;;0;0;0;0;0;1;0;0;0
922;TBZ2;4;3;4;3;23;C;2;5,18;4;0;0;0;0;0;0;0;0;0
923;TBZ2;4;3;4;3;2;C;2;5,43;;0;0;0;0;0;0;0;0;0
924;TBZ2;4;3;4;3;2;S;4;27,34;15;0;0;0;0;0;0;0;0;0
925;TBZ2;4;3;4;3;23;S;4;14,01;12;0;0;0;0;0;0;0;0;0
926;TBZ2;4;3;4;3;2;S;4;15,58;12;0;0;0;0;0;0;0;1;0
927;TBZ2;4;3;4;3;2;E1;4;10,78;;0;0;0;0;0;1;0;0;0
928;TBZ2;4;3;4;3;23;S;4;15,58;12;0;0;0;0;0;0;0;0;0
929;TBZ2;4;3;4;3;23;S;4;15,65;10;0;0;0;0;0;0;0;0;0
930;TBZ2;4;3;4;3;2;S;4;7,81;14;0;0;0;0;0;0;0;0;0
931;TBZ2;4;3;4;3;2;E1;4;15,54;15;0;0;0;0;0;1;0;0;0
932;TBZ2;4;3;4;3;2;S;4;26,97;15;0;0;0;0;1;0;0;0;0
933;TBZ2;4;3;4;3;2;E1;4;6,92;;0;0;0;0;0;1;0;0;0
934;TBZ2;4;3;4;3;23;E2;2;13,14;7;0;0;0;0;0;0;0;0;0
935;TBZ2;4;3;4;3;2;E1;4;12,33;13;0;0;0;0;0;1;0;0;0
936;TBZ2;4;3;4;3;2;S;4;12,89;14;0;0;0;0;1;0;0;0;0
937;TBZ2;4;3;4;3;2;E1;4;12,29;14;0;0;0;0;0;1;0;0;0
938;TBZ2;4;3;4;3;2;E1;4;13,14;13;0;0;0;0;0;1;0;0;0
939;TBZ2;4;3;4;3;23;E2;2;15,33;10;0;0;0;0;0;0;0;0;0
940;TBZ2;4;3;4;3;23;E2;2;15,58;10;0;0;0;1;0;0;0;0;0
941;TBZ2;4;3;4;3;23;E2;2;15,97;10;0;0;0;0;0;0;0;0;0
942;TBZ2;4;3;4;3;2;S;4;23,58;16;0;0;0;0;0;0;0;1;0
943;TBZ2;4;3;4;3;2;S;4;13,65;13;0;0;0;0;0;0;0;0;0
944;TBZ2;4;3;4;3;23;S;4;15,1;10;0;0;0;0;0;0;0;0;0
945;TBZ2;4;3;4;3;2;E1;4;11,52;14;0;0;0;0;0;1;0;0;0
946;TBZ2;4;3;4;3;2;S;4;21,39;;0;0;0;0;1;0;0;0;0
947;TBZ2;4;3;4;3;2;S;4;23,23;16;0;0;0;0;0;0;0;0;0
948;TBZ2;4;3;4;3;23;E1;4;8,58;4;0;0;0;0;0;0;0;0;0
949;TBZ2;4;3;4;3;2;E1;4;12,74;17;0;0;0;0;0;1;0;0;0
950;TBZ2;4;3;4;3;23;E2;2;14,95;10;0;0;0;0;1;0;0;0;0
951;TBZ2;4;3;4;3;23;E2;2;14,93;10;0;0;0;0;0;0;0;1;0
952;TBZ2;4;3;4;3;2;S;4;30;;0;0;0;0;1;0;0;0;0
953;TBZ2;4;3;4;3;23;S;4;19;;0;0;0;0;0;0;0;1;0
954;TBZ2;4;3;4;3;2;E1;4;10,28;;0;0;0;0;0;1;0;0;0
955;TBZ2;4;3;4;3;23;E2;3;17,71;;0;0;0;0;0;0;0;0;0
956;TBZ2;4;4;4;3;2;S;3;8,87;12;0;0;0;0;0;0;0;0;0
957;TBZ2;4;4;4;3;2;E1;4;14,3;18;0;0;0;0;0;1;0;0;0
958;TBZ2;4;4;4;3;2;S;4;23,12;15;0;0;0;0;1;0;0;1;0
959;TBZ2;4;4;4;3;2;E1;4;10,34;13;0;0;0;0;0;1;0;0;0
960;TBZ2;4;4;4;3;23;S;2;6,95;9;0;0;0;0;0;0;0;0;0
961;TBZ2;4;4;4;3;2;E1;4;14,17;15;0;0;0;0;0;1;0;0;0
962;TBZ2;4;4;4;3;2;E1;4;10,41;10;0;0;0;0;0;1;0;0;0
963;TBZ2;4;4;4;3;2;E1;4;11,14;17;0;0;0;0;0;1;0;0;0
964;TBZ2;4;4;4;3;2;E1;4;9,75;10;0;0;0;0;0;1;0;0;0
965;TBZ2;4;4;4;3;23;E2;2;13,52;10;0;0;0;0;0;0;0;0;0
966;TBZ2;4;4;4;3;2;S;2;24,35;14;0;0;0;0;1;0;0;0;0
967;TBZ2;4;4;4;3;2;S;4;21,74;;0;0;0;0;1;0;0;0;0
968;TBZ2;4;4;4;3;2;S;4;24,5;;0;0;0;0;1;0;0;0;0
969;TBZ2;4;4;4;3;2;S;4;20,37;;0;0;0;0;1;0;0;0;0
970;TBZ2;4;4;4;3;2;E1;4;14,17;;0;0;0;0;0;1;0;0;0
971;TBZ2;4;4;4;3;2;E1;4;10,46;12;0;0;0;0;0;1;0;0;0
972;TBZ2;4;4;4;3;2;E1;4;12,01;;0;0;0;0;0;1;0;0;0
973;TBZ2;4;4;4;3;2;E1;4;9,63;12;0;0;0;0;0;1;0;0;0
974;TBZ1;8;1;4;3;2;E1;4;11,33;14;0;0;0;0;0;1;0;0;0
975;TBZ1;8;1;4;3;23;E1;4;10,84;13;0;0;0;0;0;1;0;0;0
976;TBZ1;8;1;4;3;2;E1;4;12,61;13;0;0;0;0;0;1;0;0;0
977;TBZ1;8;1;4;3;23;S;4;7,77;12;0;0;0;0;0;0;0;0;0
978;TBZ1;8;1;4;3;2;S;4;27,33;10;0;0;0;0;0;0;0;0;0
979;TBZ1;8;1;4;3;2;S;4;25,03;12;0;0;0;0;1;0;0;0;0
980;TBZ1;8;1;4;3;23;S;4;16,05;9;0;0;0;0;0;0;0;0;0
981;TBZ1;8;1;4;3;23;S;2;5,9;5;0;0;0;0;0;0;0;0;0
982;TBZ1;8;1;4;3;2;S;4;12,38;;0;0;0;0;0;0;0;0;0
983;TBZ1;8;1;4;3;23;E1;4;12,97;10;0;0;0;0;0;0;0;0;0
984;TBZ1;8;1;4;3;23;S;4;15,63;;0;0;0;0;0;0;0;0;0
985;TBZ1;8;1;4;3;2;S;4;29,53;12;0;0;0;0;0;0;0;0;0
986;TBZ1;8;1;4;3;23;E2;2;13,99;9;0;0;0;0;0;0;0;0;0
987;TBZ1;8;1;4;3;2;S;5;36,81;;0;0;0;0;0;0;0;0;0
988;TBZ1;8;1;4;3;23;E2;2;14,28;9;0;0;0;0;0;0;0;0;0
989;TBZ1;8;1;4;3;23;C;2;6,3;9;0;0;0;0;0;0;0;0;0
990;TBZ1;8;1;4;3;23;S;4;13,22;11;0;0;0;0;0;0;0;1;0
991;TBZ1;8;1;4;3;2;S;4;18,21;11;0;0;0;0;0;0;0;0;0
992;TBZ1;8;1;4;3;23;E2;2;13,13;8;0;0;0;0;0;0;0;0;0
993;TBZ1;8;1;4;3;23;E1;4;12,46;10;0;0;0;0;0;1;0;0;0
994;TBZ1;8;1;4;3;2;S;5;38,27;;0;0;0;0;0;0;0;0;0
995;TBZ1;8;1;4;3;23;E1;4;13,13;;0;0;0;0;0;0;0;0;0
996;TBZ1;8;1;4;3;23;S;4;16,67;10;0;0;0;0;0;0;0;0;0
997;TBZ1;8;1;4;3;23;C;2;5,08;5;0;0;0;0;0;0;0;0;0
998;TBZ1;8;1;4;3;23;S;4;7,33;14;0;0;0;0;0;0;0;0;0
999;TBZ1;8;1;4;3;2;E1;4;11,8;15;0;0;0;0;0;1;0;0;0
1000;TBZ1;8;1;4;3;23;E1;4;12,38;9;0;0;0;0;0;0;0;0;0
1001;TBZ1;8;1;4;3;2;E1;4;15,31;13;0;0;0;0;0;1;0;0;0
1002;TBZ1;8;1;4;3;2;E1;4;13,63;11;0;0;0;0;0;1;0;0;0
1003;TBZ1;8;1;4;3;23;S;4;7,3;10;0;0;0;0;0;0;0;0;0
1004;TBZ1;8;1;4;3;2;E1;4;11,12;;0;0;0;0;0;1;0;0;0
1005;TBZ1;8;1;4;3;23;S;3;18,15;12;0;0;0;0;0;0;0;0;0
1006;TBZ1;8;1;4;3;2;E1;4;12,88;12;0;0;0;0;0;1;0;0;0
1007;TBZ1;8;1;4;3;2;E1;4;11,02;;0;0;0;0;0;1;0;0;0
1008;TBZ1;8;1;4;3;2;E1;4;9,53;;0;0;0;0;0;1;0;0;0
1009;TBZ1;8;1;4;3;23;C;2;6,76;7;0;0;0;0;0;0;0;0;0
1010;TBZ1;8;1;4;3;23;E2;2;14,54;11;0;0;0;0;0;0;0;0;0
1011;TBZ1;8;1;4;3;23;C;2;5,89;5;0;0;0;0;0;0;0;0;0
1012;TBZ1;8;1;4;3;2;E1;4;9,2;7;0;0;0;0;0;1;0;0;0
1013;TBZ1;8;1;4;3;2;C;2;5,67;4;0;0;0;0;0;0;0;0;0
1014;TBZ1;8;1;4;3;2;S;4;18,2;;0;0;0;0;0;0;0;0;0
1015;TBZ1;8;1;4;3;23;E2;2;14,55;9;0;0;0;0;0;0;0;0;0
1016;TBZ1;8;1;4;3;23;S;3;8,91;11;0;0;0;0;0;0;0;0;0
1017;TBZ1;8;1;4;3;23;S;4;17,69;11;0;0;0;0;0;0;0;0;0
1018;TBZ1;8;1;4;3;23;S;4;17,57;11;0;0;0;0;0;0;0;0;0
1020;TBZ1;8;2;4;3;2;S;4;20,81;12;0;0;0;0;1;0;0;0;0
1021;TBZ1;8;2;4;3;23;E2;2;13,57;9;0;0;0;0;0;0;0;0;0
1022;TBZ1;8;2;4;3;2;S;4;16,89;;0;0;0;0;0;0;0;0;0
1023;TBZ1;8;2;4;3;2;S;4;28,07;15;0;0;0;0;1;0;0;0;0
1024;TBZ1;8;2;4;3;23;E2;2;13,71;;0;0;0;0;0;0;0;0;0
1025;TBZ1;8;2;4;3;2;E1;4;14,58;;0;0;0;0;0;1;0;0;0
1026;TBZ1;8;2;4;3;2;E1;4;12,83;;0;0;0;0;0;1;0;0;0
1027;TBZ1;8;2;4;3;2;S;4;28,89;12;0;0;0;0;1;0;0;0;0
1028;TBZ1;8;2;4;3;2;E1;4;11,39;;0;0;0;0;0;1;0;0;0
1029;TBZ1;8;2;4;3;2;E1;4;8,72;15;0;0;0;0;0;1;0;0;0
1030;TBZ1;8;2;4;3;2;S;4;22,25;;0;0;0;0;1;0;0;0;0
1031;TBZ1;8;2;4;3;23;S;4;10,89;13;0;0;0;0;0;0;0;0;0
1032;TBZ1;8;2;4;3;23;S;4;11,98;7;0;0;0;0;0;0;0;0;0
1033;TBZ1;8;2;4;3;2;E1;4;13,55;11;0;0;0;0;0;1;0;0;0
1034;TBZ1;8;2;4;3;2;E1;4;13,63;14;0;0;0;0;0;1;0;0;0
1035;TBZ1;8;2;4;3;2;E1;4;11,72;;0;0;0;0;0;1;0;0;0
1036;TBZ1;8;2;4;3;23;E1;4;12,33;9;0;0;0;0;0;1;0;0;0
1037;TBZ1;8;2;4;3;23;S;4;13,98;10;0;0;0;0;0;0;0;0;0
1038;TBZ1;8;2;4;3;2;S;4;26,25;16;0;0;0;0;1;0;0;0;0
1039;TBZ1;8;2;4;3;2;E1;4;13,21;18;0;0;0;0;0;1;0;0;0
1040;TBZ1;8;2;4;3;2;E1;4;12,32;12;0;0;0;0;0;1;0;0;0
1041;TBZ1;8;2;4;3;2;E1;4;11,88;14;0;0;0;0;0;1;0;0;0
1042;TBZ1;8;2;4;3;2;E1;4;14,69;;0;0;0;0;0;1;0;0;0
1043;TBZ1;8;2;4;3;2;E1;4;12,97;;0;0;0;0;0;1;0;0;0
1044;TBZ1;8;2;4;3;2;E1;4;14,83;;0;0;0;0;0;1;0;0;0
1045;TBZ1;8;2;4;3;2;S;4;27,83;15;0;0;0;0;0;0;0;0;0
1046;TBZ1;8;2;4;3;2;E2;2;19,24;10;0;0;0;0;0;0;0;0;0
1047;TBZ1;8;2;4;3;23;S;4;15,82;11;0;0;0;0;0;0;0;0;0
1048;TBZ1;8;2;4;3;2;C;2;8,33;4;0;0;0;0;0;0;0;0;0
1049;TBZ1;8;3;4;3;2;S;4;22,47;;0;0;0;0;0;0;0;0;0
1050;TBZ1;8;3;4;3;2;E2;2;21,22;;0;0;0;0;0;0;0;0;0
1051;TBZ1;8;3;4;3;2;S;5;31,53;;0;0;0;0;0;0;0;0;0
1052;TBZ1;8;3;4;3;2;S;3;7,77;;0;0;0;0;0;0;0;0;0
1053;TBZ1;8;3;4;3;1;S;3;8,59;11;0;0;0;0;0;0;0;0;0
1055;TBZ1;8;3;4;3;2;E1;4;12,19;12;0;0;0;0;0;1;0;0;0
1056;TBZ1;8;3;4;3;2;E1;4;7,95;8;0;0;0;0;0;1;0;0;0
1057;TBZ1;8;3;4;3;2;S;4;10,67;;0;0;0;0;0;0;0;0;0
1058;TBZ1;8;3;4;3;2;E1;4;10,87;11;0;0;0;0;0;1;0;0;0
1059;TBZ1;8;3;4;3;2;E1;4;12,78;;0;0;0;0;0;0;0;0;0
1060;TBZ1;8;4;4;3;2;E1;4;11,85;14;0;0;0;0;0;1;0;0;0
1061;TBZ1;8;4;4;3;2;E1;4;7,23;11;0;0;0;0;0;0;0;0;0
1062;TBZ1;8;4;4;3;2;E1;4;12,95;;0;0;0;0;0;1;0;0;0
1063;TBZ1;8;4;4;3;2;C;2;7,87;6;0;0;0;1;0;0;0;0;0
1064;TBZ1;8;4;4;3;23;S;4;9,05;8;0;0;0;0;0;0;0;0;0
1065;TBZ1;8;4;4;3;2;E2;2;14,98;10;0;0;0;0;0;0;0;1;0
1066;TBZ1;8;4;4;3;2;E2;2;16,48;9;0;0;0;0;0;0;0;0;0
1067;TBZ1;8;4;4;3;2;S;2;20,56;10;0;0;0;0;0;0;0;0;0
1068;TBZ1;8;4;4;3;2;S;4;17,96;;0;0;0;0;0;0;0;0;0
1069;TBZ1;8;4;4;3;2;S;4;19,5;12;0;0;0;0;1;0;0;0;0
1070;TBZ1;8;4;4;3;2;E1;4;;12;0;0;0;0;0;0;0;0;0
1071;TBZ1;8;4;4;3;2;E1;4;;11;0;0;0;0;0;1;0;0;0
1072;TBZ1;8;4;4;3;2;S;4;;10;0;0;0;0;0;0;0;1;0
1073;TBZ1;8;4;4;3;2;E1;4;;14;0;0;0;0;0;1;0;0;0
1074;TBZ1;8;4;4;3;2;S;4;;13;0;0;0;0;0;0;0;0;0
1075;TBZ1;8;4;4;3;2;S;4;;;0;0;0;0;0;0;0;0;0
1076;TBZ1;8;4;4;3;2;S;4;;10;0;0;0;0;1;0;0;0;0
1077;TBZ1;8;4;4;3;2;S;4;;;0;0;0;0;0;0;0;0;0
1078;TBZ1;8;4;4;3;2;S;4;;;0;0;0;0;0;0;0;0;0
1079;TBZ1;8;4;4;3;2;S;4;;;0;0;0;0;0;0;0;1;0
1080;TBZ1;8;4;4;3;2;E2;2;;;0;0;0;0;0;0;0;0;0
1081;TBZ1;8;4;4;3;2;E2;2;;;0;0;0;0;0;0;0;0;0
1082;TBZ1;8;4;4;3;2;E2;2;;4;0;0;0;0;0;0;0;0;0
1083;TBZ1;8;5;3;2;2;S;4;24,77;20;0;0;0;0;1;0;0;0;0
1084;TBZ1;8;5;3;2;2;S;4;26,11;18;0;0;0;0;1;0;0;0;0
1085;TBZ1;8;5;3;2;2;S;4;6,51;11;0;0;0;0;1;0;0;0;0
1086;TBZ1;8;5;3;2;2;S;4;8,74;12;0;0;0;0;1;0;0;0;0
1087;TBZ1;8;5;3;2;2;S;4;7,07;13;0;0;0;0;0;0;0;0;0
1089;TBZ1;8;5;3;2;2;E1;4;9,53;9;0;0;0;0;0;0;0;1;0
1090;TBZ1;8;5;3;2;1;E1;4;8,57;9;0;0;0;0;0;0;0;1;0
1091;TBZ1;8;5;3;2;2;E1;4;12,35;7;0;0;0;0;0;0;0;1;0
1092;TBZ1;8;5;3;2;2;E1;4;8,22;8;0;0;0;0;0;0;0;1;0
1093;TBZ1;8;5;3;2;2;E1;4;9,19;9;0;0;0;0;0;0;0;1;0
1094;TBZ1;8;5;3;2;2;E2;2;11,38;10;0;0;0;0;0;0;0;0;0
1095;TBZ1;8;5;3;2;2;E2;2;14,62;10;0;0;0;0;1;0;0;0;0
1096;TBZ1;8;5;3;2;2;E2;2;12,07;9;0;0;0;0;1;0;0;0;0
1097;TBZ1;8;5;3;2;2;E2;2;14,22;10;0;0;0;0;1;0;0;1;0
1098;TBZ1;8;5;3;2;2;E2;2;11,28;9;0;0;0;0;0;0;0;1;0
1099;TBZ1;8;5;3;2;2;E2;2;13,19;10;0;0;0;0;1;0;0;1;0
1100;TBZ1;8;5;3;2;2;E2;2;13,14;10;0;0;0;0;0;0;0;0;0
1101;TBZ1;8;5;3;2;2;E2;2;13,87;9;0;0;0;0;1;0;0;1;0
1102;TBZ1;8;5;3;2;2;E2;2;13,35;10;0;0;0;0;1;0;0;0;0
1103;TBZ1;8;5;3;2;2;E2;2;10,47;9;0;0;0;0;0;0;0;0;0
1104;TBZ1;8;5;3;2;2;E2;2;14,26;8;0;0;0;0;1;0;0;0;0
1105;TBZ1;8;5;3;2;2;E2;2;12,31;8;0;0;0;0;1;0;0;1;0
1106;TBZ1;8;5;3;2;2;E2;2;10,3;8;0;0;0;0;1;0;0;0;0
1107;TBZ1;8;5;3;2;2;E2;2;13,65;5;0;0;0;0;1;0;0;0;0
1108;TBZ1;8;5;3;2;2;E2;2;13,3;8;0;0;0;0;1;0;0;1;0
1109;TBZ1;8;5;3;2;2;E2;2;14,07;5;0;0;0;0;1;0;0;1;0
1111;TBZ1;8;5;3;2;2;E1;4;;10;0;0;0;0;0;0;0;1;0
1112;TBZ1;8;5;3;2;2;E1;4;11,48;10;0;0;0;0;0;1;0;0;0
1113;TBZ1;8;5;3;2;2;E1;4;12,9;;0;0;0;0;0;1;0;0;0
1114;TBZ1;8;5;3;2;2;E1;4;10,44;8;0;0;0;0;0;0;0;0;0
1115;TBZ1;8;6;2;2;2;;4;11,32;10;0;0;0;0;0;0;0;0;0
1116;TBZ1;8;6;2;2;1;E1;4;12,36;10;0;0;0;0;0;0;0;1;0
1117;TBZ1;8;6;2;2;1;E1;4;11,04;;0;0;0;0;0;0;0;1;0
1118;TBZ1;8;6;2;2;1;E1;4;9,14;10;0;0;0;0;0;0;0;0;0
1119;TBZ1;8;6;2;2;1;E1;4;9,8;11;0;0;0;0;0;0;0;1;0
1120;TBZ1;8;6;2;2;2;E1;4;12,93;9;0;0;0;0;0;0;0;1;0
1121;TBZ1;8;6;2;2;2;E1;4;12,49;;0;0;0;0;0;0;0;0;0
1122;TBZ1;8;6;2;2;2;S;5;27,85;20;0;0;0;0;1;0;0;0;0
1123;TBZ1;8;6;2;2;2;S;5;27,29;;0;0;0;0;1;0;0;0;0
1124;TBZ1;8;6;2;2;2;S;3;8,55;11;0;0;0;0;0;0;0;1;0
1125;TBZ1;8;6;2;2;1;S;3;7,63;14;0;0;0;0;0;0;0;1;0
1126;TBZ1;8;6;2;2;2;S;3;9,95;;0;0;0;0;0;0;0;1;0
1127;TBZ1;8;6;2;2;1;S;3;9,04;9;0;0;0;0;0;0;0;1;0
1128;TBZ1;8;6;2;2;1;E2;2;11,97;9;0;0;0;0;1;0;0;1;0
1129;TBZ1;8;6;2;2;2;E2;2;13,11;9;0;0;0;0;1;0;0;1;0
1130;TBZ1;8;6;2;2;2;E2;2;14,18;10;0;0;0;0;1;0;0;0;0
1131;TBZ1;8;6;2;2;2;E2;2;11,73;8;0;0;0;0;1;0;0;0;0
1132;TBZ1;8;6;2;2;1;E2;2;12,21;9;0;0;0;0;1;0;0;1;0
1133;TBZ1;8;6;2;2;1;E2;2;13,07;9;0;0;0;0;1;0;0;1;0
1134;TBZ1;8;6;2;2;1;E2;2;12,98;;0;0;0;0;1;0;0;0;0
1135;TBZ1;8;6;2;2;1;E2;2;11,69;9;0;0;0;0;1;0;0;1;0
1136;TBZ1;8;6;2;2;;E2;2;11,03;9;0;0;0;0;1;0;0;1;0
1137;TBZ1;8;6;2;2;;E2;2;11,54;11;0;0;0;0;1;0;0;1;0
1138;TBZ1;8;6;2;2;2;E2;2;12,99;10;0;0;0;0;1;0;0;1;0
1139;TBZ1;8;6;2;2;1;E2;2;12,69;10;0;0;0;0;1;0;0;1;0
1140;TBZ1;8;6;2;2;1;E2;2;8,94;9;0;0;0;0;1;0;0;1;0
1141;TBZ1;8;6;2;2;1;E2;2;12,47;10;0;0;0;0;1;0;0;1;0
1142;TBZ1;8;6;2;2;1;E2;2;12,43;9;0;0;0;0;1;0;0;1;0
1143;TBZ1;8;6;2;2;1;E2;2;11,8;9;0;0;0;0;1;0;0;1;0
1144;TBZ1;8;6;2;2;1;E2;2;11,5;9;0;0;0;0;1;0;0;1;0
1145;TBZ1;8;6;2;2;1;E2;2;12,17;9;0;0;0;0;1;0;0;1;0
1146;TBZ1;8;6;2;2;1;E2;2;12,37;9;0;0;0;0;1;0;0;1;0
