ID;Site;Unit;Layer;Phase;Period;Out Sur Treat;RimTYpeCA;Rim Angle;Rim Thickness;Rim Dia;CR2/3;Dogon;RSO;CR6;CR4;PE;ch;paint;ICS
1147;TBZ1;8;6;2;2;2;E2;2;12,29;10;0;0;0;0;1;0;0;1;0
1148;TBZ1;8;6;2;2;1;E2;2;12,75;10;0;0;0;0;1;0;0;1;0
1149;TBZ1;8;6;2;2;2;E2;2;12,57;10;0;0;0;0;1;0;0;1;0
1150;TBZ1;8;6;2;2;1;E2;2;10,64;10;0;0;0;0;1;0;0;1;0
1151;TBZ1;8;6;2;2;1;E2;2;12,83;12;0;0;0;0;0;0;0;1;0
1152;TBZ1;8;6;2;2;1;S;3;7,48;10;0;0;0;0;0;0;0;1;0
1154;TBZ1;8;6;2;2;2;S;4;20,67;14;0;0;0;0;1;0;0;0;0
1155;TBZ1;8;6;2;2;2;E2;4;18,25;14;0;0;0;0;1;0;0;0;0
1156;TBZ1;8;6;2;2;2;S;4;20,77;;0;0;0;0;1;0;0;0;0
1157;TBZ1;8;6;2;2;2;E2;2;10,03;10;0;0;0;0;0;0;0;0;0
1158;TBZ1;8;6;2;2;2;E2;2;9,64;11;0;0;0;0;0;0;0;0;0
1159;TBZ1;8;7;2;2;2;E1;4;9,82;11;0;0;0;0;0;0;0;0;0
1160;TBZ1;8;7;2;2;2;E2;2;12,44;9;0;0;0;0;0;0;0;0;0
1161;TBZ1;8;7;2;2;2;E2;2;12,54;10;0;0;0;0;0;0;0;0;0
1162;TBZ1;8;7;2;2;2;E2;2;11,47;;0;0;0;0;0;0;0;0;0
1163;TBZ1;8;7;2;2;2;E2;2;12,9;;0;0;0;0;0;0;0;0;0
1164;TBZ1;8;7;2;2;2;E2;2;17,01;9;0;0;0;0;0;0;0;0;0
1165;TBZ1;8;7;2;2;2;E2;2;11,67;10;0;0;0;0;1;0;0;0;0
1166;TBZ1;8;7;2;2;2;E2;2;12,99;10;0;0;0;0;0;0;0;1;0
1167;TBZ1;8;7;2;2;2;E2;2;11,05;8;0;0;0;0;1;0;0;1;0
1168;TBZ1;8;7;2;2;2;E1;4;9,37;;0;0;0;0;0;0;0;0;0
1169;TBZ1;8;7;2;2;2;E2;2;10,97;;0;0;0;0;0;0;0;0;0
1170;TBZ1;8;7;2;2;2;S;3;12,81;11;0;0;0;0;0;0;0;0;0
1171;TBZ1;8;7;2;2;2;E2;2;10,51;9;0;0;0;0;1;0;0;1;0
1172;TBZ1;8;7;2;2;2;E2;2;11,63;10;0;0;0;0;1;0;0;1;0
1173;TBZ1;8;8;1;1;2;E2;2;14,15;5;0;0;0;1;0;0;0;0;0
1174;TBZ1;8;8;1;1;1;E2;2;12,44;9;0;0;0;0;1;0;0;1;0
1175;TBZ1;8;8;1;1;1;E2;2;12,17;10;0;0;0;0;1;0;0;1;0
1176;TBZ1;8;8;1;1;1;E2;2;9,08;9;0;0;0;0;0;0;0;0;0
1177;TBZ1;8;8;1;1;2;E2;2;16,77;;0;0;0;0;0;0;0;0;0
1178;TBZ1;8;8;1;1;2;E2;2;17,9;10;0;0;0;0;0;0;0;0;0
1179;TBZ1;8;8;1;1;2;E2;2;13,11;11;0;0;0;0;0;0;0;0;0
1180;TBZ1;8;8;1;1;2;E2;2;11,82;10;0;0;0;0;1;0;0;0;0
1181;TBZ1;8;8;1;1;2;S;4;14,46;11;0;0;0;0;0;0;0;0;0
1182;TBZ1;8;8;1;1;2;E2;2;12,72;10;0;0;0;1;0;0;0;0;0
1183;TBZ1;8;8;1;1;2;S;3;9,37;10;0;0;0;0;0;0;0;1;0
1184;TBZ1;8;8;1;1;2;S;4;10,09;10;0;0;0;0;0;0;0;0;0
1185;TBZ1;8;8;1;1;2;S;4;9,11;10;0;0;0;0;0;0;0;0;0
1186;TBZ1;8;9;1;1;2;E2;2;13,41;;0;0;0;0;0;0;0;0;0
1187;TBZ1;8;9;1;1;2;E2;2;15,11;11;0;0;0;1;0;0;0;0;0
1188;TBZ1;8;9;1;1;2;E2;2;12,17;11;0;0;0;0;0;0;0;0;0
1189;TBZ1;8;10;1;1;2;E2;2;19,31;11;0;0;0;0;0;0;0;0;0
1190;TBZ1;8;11;1;1;2;E2;2;14,53;11;0;0;0;0;0;0;0;0;0
1191;TBZ1;8;11;1;1;1;S;4;7,54;14;0;0;0;1;0;0;0;0;0
1192;TBZ1;8;11;1;1;1;S;3;8,1;4;0;0;0;0;0;0;0;0;0
1193;TBZ1;8;11;1;1;1;S;4;7,03;10;0;0;0;1;0;0;0;0;0
1194;TBZ1;8;11;1;1;1;S;4;12,45;9;0;0;0;0;0;0;0;0;0
1195;TBZ1;8;12;1;1;1;E2;2;14,58;8;0;0;0;1;0;0;0;0;0
1196;TBZ1;8;12;1;1;2;E2;2;14,59;9;0;0;0;0;0;0;0;0;0
1197;TBZ1;8;12;1;1;2;E2;2;16,85;12;0;0;0;0;0;0;0;0;0
1198;TBZ1;8;12;1;1;1;S;3;5,05;;0;0;0;0;0;0;0;0;0
1199;TBZ1;8;12;1;1;;S;3;5,52;15;0;0;0;0;0;0;0;0;0
1200;TBZ1;8;12;1;1;2;S;4;12,99;;0;0;0;1;0;0;0;0;0
1201;TBZ1;8;13;1;1;1;S;3;4,64;;0;0;0;1;0;0;0;0;0
1202;TBZ1;8;13;1;1;1;S;2;11,27;6;0;0;0;1;0;0;0;0;0
1203;TBZ1;8;13;1;1;1;S;2;14,38;8;0;0;0;1;0;0;0;0;0
1205;TBZ1;8;13;1;1;2;E2;2;15,15;;0;0;0;1;0;0;0;0;0
1206;TBZ1;8;13;1;1;2;S;4;5,77;;0;0;0;1;0;0;0;0;0
1207;TBZ1;8;13;1;1;1;S;3;6,53;12;0;0;0;1;0;0;0;0;0
1208;TBZ1;8;13;1;1;1;S;4;5,88;;0;0;0;1;0;0;0;0;0
1209;TBZ1;8;14;1;1;1;S;4;6,39;;0;0;0;0;0;0;0;0;0
1210;TBZ1;8;14;1;1;1;S;4;6,91;;0;0;0;0;0;0;0;0;0
1211;TBZ1;8;1;4;3;2;S;4;29,95;12;0;0;0;0;0;0;0;0;0
1212;TBZ1;8;1;4;3;2;E1;4;10,31;11;0;0;0;0;0;1;0;0;0
1213;TBZ1;8;1;4;3;23;C;2;6,5;5;0;0;0;0;0;0;0;0;0
1214;TBZ1;8;2;4;3;23;E2;2;12,95;9;0;0;0;0;0;0;0;1;0
1215;TBZ1;8;2;4;3;2;E1;4;8,97;11;0;0;0;0;0;1;0;0;0
1216;TBZ1;8;2;4;3;2;E1;4;13,44;12;0;0;0;0;0;1;0;0;0
1217;TBZ1;8;5;3;2;2;S;4;24,26;10;0;0;0;0;1;0;0;0;0
1218;TBZ1;8;5;3;2;2;E1;4;10,57;10;0;0;0;0;0;1;0;1;0
1219;TBZ1;8;6;2;2;1;E1;4;12,29;11;0;0;0;1;0;0;0;0;0
1220;TBZ1;8;6;2;2;1;E1;4;10,01;10;0;0;0;0;0;0;0;1;0
1221;TBZ1;8;6;2;2;1;S;5;28,92;20;0;0;0;0;1;0;0;1;0
1222;TBZ1;8;6;2;2;1;E2;2;13,82;10;0;0;0;0;0;0;0;1;0
1223;TBZ1;8;6;2;2;2;E2;2;15,79;10;0;0;0;0;1;0;0;0;0
1224;TBZ1;8;6;2;2;2;E2;2;10,52;11;0;0;0;0;1;0;0;0;0
1225;TBZ1;8;7;2;2;2;E2;2;12,22;10;0;0;0;0;1;0;0;1;0
1226;TBZ1;8;7;2;2;1;E2;2;13,51;9;0;0;0;0;1;0;0;1;0
1227;TBZ1;8;7;2;2;2;E2;2;12,5;10;0;0;0;0;1;0;0;1;0
1228;TBZ1;8;7;2;2;2;E2;2;15,09;11;0;0;0;0;0;0;0;1;0
1229;TBZ1;8;8;1;1;2;E2;2;12,5;9;0;0;0;0;1;0;0;0;0
1230;TBZ1;8;8;1;1;1;E2;2;12,53;10;0;0;0;0;1;0;0;1;0
1231;TBZ1;8;8;1;1;2;E1;4;11,7;9;0;0;0;0;0;0;0;0;0
1232;TBZ1;8;8;1;1;1;E2;2;11,44;10;0;0;0;0;0;0;0;0;0
1233;TBZ1;8;8;1;1;2;S;4;8,23;;0;0;0;0;0;0;0;0;0
1234;TBZ1;8;9;1;1;1;S;2;6,73;;0;0;0;1;0;0;0;0;0
1235;TBZ1;8;9;1;1;1;S;4;15,26;;0;0;0;1;0;0;0;0;0
1236;TBZ1;8;10;1;1;2;E2;2;15,48;12;0;0;0;1;0;0;0;0;0
1237;TBZ1;8;10;1;1;2;S;4;7,61;13;0;0;0;0;0;0;0;0;0
1238;TBZ1;8;11;1;1;2;E2;2;17,05;11;0;0;0;0;0;0;0;0;0
1239;TBZ1;8;11;1;1;2;E2;2;14,5;16;0;0;0;0;0;0;0;0;0
1240;TBZ1;8;11;1;1;2;E2;2;14,5;;0;0;0;1;0;0;0;0;0
1241;TBZ1;8;11;1;1;1;S;2;14,24;6;0;0;0;1;0;0;0;0;0
1242;TBZ1;8;11;1;1;1;S;2;15,15;7;1;0;0;0;0;0;0;0;0
1243;TBZ1;8;12;1;1;1;S;4;6,38;11;0;0;0;1;0;0;0;0;0
1244;TBZ1;8;12;1;1;1;S;2;12,26;9;0;0;0;1;0;0;0;0;0
1245;TBZ1;8;12;1;1;1;S;2;14,6;7;0;0;0;1;0;0;0;0;0
1246;TBZ1;8;13;1;1;1;S;4;6,19;;0;0;0;1;0;0;0;0;0
1247;TBZ1;8;13;1;1;1;S;2;14,66;8;0;0;0;1;0;0;0;0;0
1248;TBZ1;8;13;1;1;1;S;4;9,6;11;0;0;0;1;0;0;0;0;0
1249;TBZ1;8;14;1;1;1;S;2;12,61;;0;0;0;1;0;0;0;0;0
1250;TBZ1;8;15;1;1;1;S;4;6,87;;0;0;0;0;0;0;0;0;0
1251;TBZ1;8;15;1;1;1;S;4;6,95;11;0;0;0;0;0;0;0;0;0
1252;TBZ2;;1;;;2;E1;4;12,12;;0;0;0;0;0;1;0;0;0
1253;TBZ2;;1;;;2;E1;4;9,18;;0;0;0;0;0;1;0;0;0
1254;TBZ2;;1;;;2;S;4;25,48;;0;0;0;0;0;0;0;0;0
1255;TBZ2;;1;;;2;S;4;13,77;;0;0;0;0;0;0;0;0;0
1256;TBZ2;;2;;;2;E1;4;11,14;;0;0;0;0;0;0;0;0;0
1257;TBZ2;;2;;;2;S;4;9,51;6;0;0;0;1;0;0;0;0;0
1259;TBZ2;;2;;;2;S;4;11,69;10;0;0;0;0;0;0;0;0;0
1260;TBZ2;;1;;;2;S;4;10,72;13;0;0;0;0;0;0;0;0;0
1261;TBZ2;;1;;;2;E1;4;9,96;;0;0;0;0;0;1;0;0;0
1262;TBZ2;;1;;;2;S;4;9,63;;0;0;0;0;0;0;0;0;0
1263;TBZ2;;1;;;2;S;4;9,48;11;0;0;0;0;0;0;0;0;0
1264;TBZ2;;1;;;2;E1;4;12;11;0;0;0;0;0;0;0;0;0
1265;TBZ2;;2;;;2;S;4;9,58;;0;0;0;0;0;0;0;0;0
1266;TBZ2;;2;;;2;S;4;6,25;;0;0;0;0;0;0;0;0;0
1267;TBZ2;;2;;;2;E2;2;12,64;11;0;0;0;0;0;0;0;0;0
1268;TBZ2;;3;;;2;E1;2;10,18;;0;0;0;0;0;0;0;0;0
1269;TBZ2;;3;;;2;E1;4;14,87;14;0;0;0;0;0;0;0;0;0
1270;TBZ2;;3;;;2;S;4;8,65;10;0;0;0;0;0;0;0;0;0
1271;TBZ2;3;1;4;3;23;S;4;9,7;11;0;0;0;0;0;0;0;0;0
1272;TBZ2;3;1;4;3;23;S;4;10,78;;0;0;0;0;0;0;0;0;0
1273;TBZ2;3;1;4;3;2;E1;4;13,76;15;0;0;0;0;0;1;0;0;0
1274;TBZ2;3;1;4;3;23;;4;11,82;;0;0;0;0;0;0;0;0;0
1275;TBZ2;3;1;4;3;1;S;4;9,41;9;0;0;0;0;0;0;0;0;0
1276;TBZ2;3;1;4;3;23;E1;4;13,03;;0;0;0;0;0;1;0;0;0
1277;TBZ2;3;1;4;3;23;E1;4;9,47;11;0;0;0;0;0;1;0;1;0
1278;TBZ2;3;1;4;3;2;S;4;27,63;11;0;0;0;0;1;0;0;0;0
1279;TBZ2;3;2;4;3;2;S;4;18,41;15;0;0;0;0;1;0;0;1;0
1280;TBZ2;3;2;4;3;2;S;4;21,17;10;0;0;0;0;1;0;0;1;0
1281;TBZ2;3;2;4;3;2;S;4;19,1;11;0;0;0;0;0;0;0;0;0
1282;TBZ2;3;2;4;3;2;E1;4;11,1;;0;0;0;0;0;1;0;0;0
1283;TBZ2;3;2;4;3;2;S;4;25,18;19;0;0;0;0;1;0;0;1;0
1284;TBZ2;3;2;4;3;2;C;2;10,08;;0;0;0;0;0;0;0;0;1
1285;TBZ2;3;2;4;3;2;S;4;23,28;;0;0;0;0;0;0;0;0;0
1286;TBZ2;3;2;4;3;2;E2;2;10,47;5;0;0;0;0;0;0;0;0;0
1287;TBZ2;3;2;4;3;2;E1;4;10,34;;0;0;0;0;0;1;0;0;0
1289;TBZ2;3;2;4;3;2;S;4;12,82;;0;0;0;0;0;0;0;0;0
1290;TBZ2;3;2;4;3;2;S;4;18,55;;0;0;0;0;0;0;0;0;0
1291;TBZ2;3;3;4;3;2;E2;2;22,03;8;0;0;0;0;0;0;0;0;1
1292;TBZ2;3;3;4;3;2;E2;2;23,46;10;0;0;0;0;0;0;0;0;1
1293;TBZ2;3;3;4;3;2;E1;4;8,73;;0;0;0;0;0;1;0;1;0
1294;TBZ2;3;3;4;3;2;S;4;23,44;19;0;0;0;1;0;0;0;0;0
1295;TBZ2;3;3;4;3;2;S;4;18,43;15;0;0;0;0;0;0;0;1;0
1296;TBZ2;3;3;4;3;2;S;4;17,03;14;0;0;0;0;0;0;0;0;0
1297;TBZ2;3;3;4;3;2;S;4;14,29;15;0;0;0;0;0;0;0;0;1
1298;TBZ2;3;3;4;3;2;E1;4;8,89;;0;0;0;0;0;1;0;1;0
1299;TBZ2;3;4;4;3;2;S;5;36,83;;0;0;0;0;0;0;0;0;0
1300;TBZ2;3;4;4;3;2;S;4;23,13;10;0;0;0;0;0;0;0;0;0
1301;TBZ2;3;4;4;3;2;S;4;11,98;10;0;0;0;1;0;0;0;0;0
1302;TBZ2;3;4;4;3;2;E1;4;10,84;15;0;0;0;0;0;0;0;0;0
1303;TBZ2;3;4;4;3;2;C;2;8,14;5;0;0;0;0;0;0;0;0;1
1304;TBZ2;3;4;4;3;2;E2;2;8,93;6;0;0;0;0;0;0;0;0;0
1305;TBZ2;3;4;4;3;2;S;5;34,16;;0;0;0;0;1;0;0;0;0
1306;TBZ2;3;4;4;3;23;E1;4;11,46;;0;0;0;0;0;0;0;0;0
1307;TBZ2;3;4;4;3;2;S;4;10,66;7;0;0;0;0;0;0;0;0;0
1308;TBZ2;3;4;4;3;2;S;4;31,07;;0;0;0;0;0;0;0;0;0
1309;TBZ2;3;4;4;3;2;S;4;16,31;8;0;0;0;0;0;0;0;1;1
1310;TBZ2;3;4;4;3;2;S;4;10,77;8;0;0;0;1;0;0;0;0;0
1311;TBZ2;3;4;4;3;2;S;4;12,5;13;0;0;0;0;0;0;0;0;1
1312;TBZ2;3;4;4;3;2;S;4;10,98;;0;0;0;0;0;0;0;0;0
1313;TBZ2;3;4;4;3;2;S;4;7,63;6;0;0;0;0;0;0;0;0;1
1314;TBZ2;3;4;4;3;2;S;4;18,15;15;0;0;0;0;0;0;0;1;1
1315;TBZ2;3;4;4;3;1;;2;17,89;10;0;0;0;0;0;0;0;0;0
1316;TBZ2;3;4;4;3;2;E2;2;12,43;11;0;0;0;0;0;0;0;0;0
1317;TBZ2;3;4;4;3;2;S;4;34,49;;0;0;0;0;1;0;0;0;0
1318;TBZ2;3;5;4;3;2;E2;2;14,65;10;0;0;0;0;1;0;0;1;0
1319;TBZ2;3;5;4;3;2;E2;2;15,68;10;0;0;0;0;0;0;0;1;0
1320;TBZ2;3;5;4;3;2;S;5;30,57;;0;0;0;0;0;0;0;0;0
