Site;Impression de Vannerie;Impressions de Fibre plates tresses alterne;Cordolette tressee simple;Impression de fibres plates tresses simple;Incision;non decores;Empreinte digitale;Cylindre grave
Damassogou;85;39;18;16;14;9;4;3
